STATE_NO,DISTRICT_NO,STATE,DISTRICT_NAME,REGION_TYPE,No_HH,POPULATION
14,277,Manipur,Imphal West,Urban,69561,322879
14,278,Manipur,Imphal East,Rural,54443,272906
14,278,Manipur,Imphal East,Urban,37681,183207
14,279,Manipur,Ukhrul,Rural,30468,156811
14,279,Manipur,Ukhrul,Urban,5226,27187
14,280,Manipur,Chandel,Rural,25570,127335
14,280,Manipur,Chandel,Urban,3231,16847
15,281,Mizoram,Mamit,Rural,14539,71465
15,281,Mizoram,Mamit,Urban,3192,14899
15,282,Mizoram,Kolasib,Rural,7608,37077
15,282,Mizoram,Kolasib,Urban,9662,46878
15,283,Mizoram,Aizawl,Rural,17328,85555
15,283,Mizoram,Aizawl,Urban,65196,314754
15,284,Mizoram,Champhai,Rural,15452,77216
15,284,Mizoram,Champhai,Urban,10068,48529
15,285,Mizoram,Serchhip,Rural,6331,32918
15,285,Mizoram,Serchhip,Urban,6291,32019
15,286,Mizoram,Lunglei,Rural,18943,92676
15,286,Mizoram,Lunglei,Urban,14115,68752
15,287,Mizoram,Lawngtlai,Rural,19074,97064
15,287,Mizoram,Lawngtlai,Urban,3910,20830
15,288,Mizoram,Saiha,Rural,6537,31464
15,288,Mizoram,Saiha,Urban,4607,25110
16,289,Tripura,West Tripura,Rural,242324,1048101
16,289,Tripura,West Tripura,Urban,168241,677638
16,290,Tripura,South Tripura,Rural,176230,752970
16,290,Tripura,South Tripura,Urban,31897,123031
16,291,Tripura,Dhalai,Rural,74404,337731
16,291,Tripura,Dhalai,Urban,10105,40499
16,292,Tripura,North Tripura,Rural,123624,573662
16,292,Tripura,North Tripura,Urban,28731,120285
17,293,Meghalaya,West Garo Hills,Rural,109609,568433
17,293,Meghalaya,West Garo Hills,Urban,13743,74858
17,294,Meghalaya,East Garo Hills,Rural,50585,273725
17,294,Meghalaya,East Garo Hills,Urban,7743,44192
17,295,Meghalaya,South Garo Hills,Rural,22176,129203
17,295,Meghalaya,South Garo Hills,Urban,2351,13131
17,296,Meghalaya,West Khasi Hills,Rural,57720,340356
17,296,Meghalaya,West Khasi Hills,Urban,7186,43105
17,297,Meghalaya,Ribhoi,Rural,42412,233587
17,297,Meghalaya,Ribhoi,Urban,4460,25253
17,298,Meghalaya,East Khasi Hills,Rural,86985,459441
17,298,Meghalaya,East Khasi Hills,Urban,77061,366481
17,299,Meghalaya,Jaintia Hills,Rural,61086,366694
17,299,Meghalaya,Jaintia Hills,Urban,4942,28430
18,300,Assam,Kokrajhar,Rural,169359,832201
18,300,Assam,Kokrajhar,Urban,11722,54941
18,301,Assam,Dhubri,Rural,371075,1745557
18,301,Assam,Dhubri,Urban,43599,203701
18,302,Assam,Goalpara,Rural,170003,870121
18,302,Assam,Goalpara,Urban,28451,138062
18,303,Assam,Barpeta,Rural,306434,1546269
18,303,Assam,Barpeta,Urban,31495,147353
18,304,Assam,Morigaon,Rural,168445,884125
18,304,Assam,Morigaon,Urban,16157,73298
18,305,Assam,Nagaon,Rural,480399,2454234
18,305,Assam,Nagaon,Urban,78941,369534
18,306,Assam,Sonitpur,Rural,352647,1750265
18,306,Assam,Sonitpur,Urban,40272,173845
18,307,Assam,Lakhimpur,Rural,183192,950804
18,307,Assam,Lakhimpur,Urban,21115,91333
18,308,Assam,Dhemaji,Rural,119638,637848
18,308,Assam,Dhemaji,Urban,10231,48285
18,309,Assam,Tinsukia,Rural,210707,1063186
18,309,Assam,Tinsukia,Urban,57891,264743
18,310,Assam,Dibrugarh,Rural,222414,1082605
18,310,Assam,Dibrugarh,Urban,54453,243730
18,311,Assam,Sivasagar,Rural,222136,1040954
18,311,Assam,Sivasagar,Urban,26231,110096
18,312,Assam,Jorhat,Rural,184642,871722
18,312,Assam,Jorhat,Urban,51620,220534
18,313,Assam,Golaghat,Rural,204860,969152
18,313,Assam,Golaghat,Urban,22337,97736
18,314,Assam,Karbi Anglong,Rural,153957,843347
18,314,Assam,Karbi Anglong,Urban,23689,112966
18,315,Assam,Dima Hasao,Rural,29289,151613
18,315,Assam,Dima Hasao,Urban,12963,62489
18,316,Assam,Cachar,Rural,310750,1421153
18,316,Assam,Cachar,Urban,69205,315464
18,317,Assam,Karimganj,Rural,224563,1118986
18,317,Assam,Karimganj,Urban,23151,109700
18,318,Assam,Hailakandi,Rural,133091,611156
18,318,Assam,Hailakandi,Urban,10259,48140
18,319,Assam,Bongaigaon,Rural,125095,628994
18,319,Assam,Bongaigaon,Urban,24923,109810
18,320,Assam,Chirang,Rural,89823,446825
18,320,Assam,Chirang,Urban,7572,35337
18,321,Assam,Kamrup,Rural,280269,1375148
18,321,Assam,Kamrup,Urban,30845,142394
18,322,Assam,Kamrup Metropolitan,Rural,45484,216927
18,322,Assam,Kamrup Metropolitan,Urban,247628,1037011
18,323,Assam,Nalbari,Rural,137601,688909
18,323,Assam,Nalbari,Urban,17647,82730
18,324,Assam,Baksa,Rural,189249,937833
18,324,Assam,Baksa,Urban,2452,12242
18,325,Assam,Darrang,Rural,175351,873006
18,325,Assam,Darrang,Urban,12432,55494
18,326,Assam,Udalguri,Rural,160404,794094
18,326,Assam,Udalguri,Urban,8313,37574
19,327,West Bengal,Darjiling,Rural,236694,1118860
19,327,West Bengal,Darjiling,Urban,154540,727963
19,328,West Bengal,Jalpaiguri,Rural,625015,2812495
19,328,West Bengal,Jalpaiguri,Urban,243311,1060351
19,329,West Bengal,Koch Bihar,Rural,596027,2529652
19,329,West Bengal,Koch Bihar,Urban,69693,289434
19,330,West Bengal,Uttar Dinajpur,Rural,532383,2644906
19,330,West Bengal,Uttar Dinajpur,Urban,73291,362228
19,331,West Bengal,Dakshin Dinajpur,Rural,339231,1439981
19,331,West Bengal,Dakshin Dinajpur,Urban,57175,236295
19,332,West Bengal,Maldah,Rural,734207,3447185
19,332,West Bengal,Maldah,Urban,112784,541660
19,333,West Bengal,Murshidabad,Rural,1286200,5703115
19,333,West Bengal,Murshidabad,Urban,284559,1400692
19,334,West Bengal,Birbhum,Rural,715476,3052956
19,334,West Bengal,Birbhum,Urban,102423,449448
19,335,West Bengal,Barddhaman,Rural,1071561,4639264
19,335,West Bengal,Barddhaman,Urban,659366,3078299
19,336,West Bengal,Nadia,Rural,883310,3728727
19,336,West Bengal,Nadia,Urban,348972,1438873
19,337,West Bengal,North Twenty Four Parganas,Rural,993234,4277619
19,337,West Bengal,North Twenty Four Parganas,Urban,1355449,5732162
19,338,West Bengal,Hugli,Rural,781480,3390646
19,338,West Bengal,Hugli,Urban,505943,2128499
19,339,West Bengal,Bankura,Rural,701159,3296901
19,339,West Bengal,Bankura,Urban,65743,299773
19,340,West Bengal,Puruliya,Rural,495836,2556801
19,340,West Bengal,Puruliya,Urban,71988,373314
19,341,West Bengal,Haora,Rural,391434,1775885
19,341,West Bengal,Haora,Urban,669902,3074144
19,342,West Bengal,Kolkata,Rural,0,0
19,342,West Bengal,Kolkata,Urban,1024928,4496694
19,343,West Bengal,South Twenty Four Parganas,Rural,1298259,6074188
19,343,West Bengal,South Twenty Four Parganas,Urban,482962,2087773
19,344,West Bengal,Paschim Medinipur,Rural,1142875,5190771
19,344,West Bengal,Paschim Medinipur,Urban,158735,722686
19,345,West Bengal,Purba Medinipur,Rural,988784,4503161
19,345,West Bengal,Purba Medinipur,Urban,125386,592714
20,346,Jharkhand,Garhwa,Rural,241464,1253114
20,346,Jharkhand,Garhwa,Urban,13233,69670
20,347,Jharkhand,Chatra,Rural,171296,979932
20,347,Jharkhand,Chatra,Urban,10975,62954
20,348,Jharkhand,Kodarma,Rural,91693,575013
20,348,Jharkhand,Kodarma,Urban,24462,141246
20,349,Jharkhand,Giridih,Rural,360709,2237450
20,349,Jharkhand,Giridih,Urban,35812,208024
20,350,Jharkhand,Deoghar,Rural,217783,1233712
20,350,Jharkhand,Deoghar,Urban,46564,258361
20,351,Jharkhand,Godda,Rural,241815,1249132
20,351,Jharkhand,Godda,Urban,11833,64419
20,352,Jharkhand,Sahibganj,Rural,196056,990901
20,352,Jharkhand,Sahibganj,Urban,30967,159666
20,353,Jharkhand,Pakur,Rural,168906,832910
20,353,Jharkhand,Pakur,Urban,13411,67512
20,354,Jharkhand,Dhanbad,Rural,211024,1124093
20,354,Jharkhand,Dhanbad,Urban,296040,1560394
20,355,Jharkhand,Bokaro,Rural,206148,1078686
20,355,Jharkhand,Bokaro,Urban,188770,983644
20,356,Jharkhand,Lohardaga,Rural,77536,404379
20,356,Jharkhand,Lohardaga,Urban,11102,57411
20,357,Jharkhand,Purbi Singhbhum,Rural,218160,1019328
20,357,Jharkhand,Purbi Singhbhum,Urban,258771,1274591
20,358,Jharkhand,Palamu,Rural,318828,1713866
20,358,Jharkhand,Palamu,Urban,39926,226003
20,359,Jharkhand,Latehar,Rural,123316,675120
20,359,Jharkhand,Latehar,Urban,10065,51858
20,360,Jharkhand,Hazaribagh,Rural,255451,1459188
20,360,Jharkhand,Hazaribagh,Urban,49298,275307
20,361,Jharkhand,Ramgarh,Rural,98829,530488
20,361,Jharkhand,Ramgarh,Urban,80546,418955
20,362,Jharkhand,Dumka,Rural,257610,1231264
20,362,Jharkhand,Dumka,Urban,17409,90178
20,363,Jharkhand,Jamtara,Rural,140311,715296
20,363,Jharkhand,Jamtara,Urban,14964,75746
20,364,Jharkhand,Ranchi,Rural,326235,1656918
20,364,Jharkhand,Ranchi,Urban,243209,1257335
20,365,Jharkhand,Khunti,Rural,94645,486903
20,365,Jharkhand,Khunti,Urban,9055,44982
20,366,Jharkhand,Gumla,Rural,176633,960132
20,366,Jharkhand,Gumla,Urban,12355,65081
20,367,Jharkhand,Simdega,Rural,110036,556634
20,367,Jharkhand,Simdega,Urban,8252,42944
20,368,Jharkhand,Pashchimi Singhbhum,Rural,257294,1284304
20,368,Jharkhand,Pashchimi Singhbhum,Urban,44752,218034
20,369,Jharkhand,Saraikela-Kharsawan,Rural,167591,806310
20,369,Jharkhand,Saraikela-Kharsawan,Urban,53641,258746
21,370,Odisha,Bargarh,Rural,336130,1331145
21,370,Odisha,Bargarh,Urban,34178,150110
21,371,Odisha,Jharsuguda,Rural,84287,348340
21,371,Odisha,Jharsuguda,Urban,51774,231165
21,372,Odisha,Sambalpur,Rural,179411,733006
21,372,Odisha,Sambalpur,Urban,70186,308093
21,373,Odisha,Debagarh,Rural,70058,290130
21,373,Odisha,Debagarh,Urban,5394,22390
21,374,Odisha,Sundargarh,Rural,312497,1355340
21,374,Odisha,Sundargarh,Urban,166612,738097
21,375,Odisha,Kendujhar,Rural,348448,1548674
21,375,Odisha,Kendujhar,Urban,56824,253059
21,376,Odisha,Mayurbhanj,Rural,542726,2326842
21,376,Odisha,Mayurbhanj,Urban,43527,192896
21,377,Odisha,Baleshwar,Rural,477434,2067236
21,377,Odisha,Baleshwar,Urban,55567,253293
21,378,Odisha,Bhadrak,Rural,270791,1320499
21,378,Odisha,Bhadrak,Urban,35542,185838
21,379,Odisha,Kendrapara,Rural,305868,1356827
21,379,Odisha,Kendrapara,Urban,16066,83534
21,380,Odisha,Jagatsinghapur,Rural,233626,1020991
21,380,Odisha,Jagatsinghapur,Urban,27681,115980
21,381,Odisha,Cuttack,Rural,429454,1888423
21,381,Odisha,Cuttack,Urban,149716,736047
21,382,Odisha,Jajapur,Rural,378645,1692095
21,382,Odisha,Jajapur,Urban,29206,135097
21,383,Odisha,Dhenkanal,Rural,253446,1075305
21,383,Odisha,Dhenkanal,Urban,25918,117506
21,384,Odisha,Anugul,Rural,249733,1067275
21,384,Odisha,Anugul,Urban,47317,206546
21,385,Odisha,Nayagarh,Rural,210850,883051
21,385,Odisha,Nayagarh,Urban,17465,79738
21,386,Odisha,Khordha,Rural,247304,1167357
21,386,Odisha,Khordha,Urban,246908,1084316
21,387,Odisha,Puri,Rural,313188,1433800
21,387,Odisha,Puri,Urban,54081,264930
21,388,Odisha,Ganjam,Rural,596062,2761030
21,388,Odisha,Ganjam,Urban,162205,768001
21,389,Odisha,Gajapati,Rural,112365,507151
21,389,Odisha,Gajapati,Urban,16158,70666
21,390,Odisha,Kandhamal,Rural,155256,660831
21,390,Odisha,Kandhamal,Urban,16766,72279
21,391,Odisha,Baudh,Rural,102402,420738
21,391,Odisha,Baudh,Urban,4559,20424
21,392,Odisha,Subarnapur,Rural,139346,560242
21,392,Odisha,Subarnapur,Urban,11790,49941
21,393,Odisha,Balangir,Rural,369273,1451616
21,393,Odisha,Balangir,Urban,45476,197381
21,394,Odisha,Nuapada,Rural,144299,576328
21,394,Odisha,Nuapada,Urban,7911,34054
21,395,Odisha,Kalahandi,Rural,373304,1454882
21,395,Odisha,Kalahandi,Urban,27947,121987
21,396,Odisha,Rayagada,Rural,191568,820945
21,396,Odisha,Rayagada,Urban,34576,146966
21,397,Odisha,Nabarangapur,Rural,253208,1133321
21,397,Odisha,Nabarangapur,Urban,20215,87625
21,398,Odisha,Koraput,Rural,282783,1153478
21,398,Odisha,Koraput,Urban,54894,226169
21,399,Odisha,Malkangiri,Rural,126225,563664
21,399,Odisha,Malkangiri,Urban,11374,49528
22,400,Chhattisgarh,Koriya,Rural,108193,453618
22,400,Chhattisgarh,Koriya,Urban,45081,205299
22,401,Chhattisgarh,Surguja,Rural,476467,2116965
22,401,Chhattisgarh,Surguja,Urban,49582,242921
22,402,Chhattisgarh,Jashpur,Rural,176032,775677
22,402,Chhattisgarh,Jashpur,Urban,16538,75992
22,403,Chhattisgarh,Raigarh,Rural,312800,1247682
22,403,Chhattisgarh,Raigarh,Urban,55162,246302
22,404,Chhattisgarh,Korba,Rural,180218,760350
22,404,Chhattisgarh,Korba,Urban,99855,446290
22,405,Chhattisgarh,Janjgir - Champa,Rural,316344,1394646
22,405,Chhattisgarh,Janjgir - Champa,Urban,48188,225061
22,406,Chhattisgarh,Bilaspur,Rural,456635,1983759
22,406,Chhattisgarh,Bilaspur,Urban,144187,679870
22,407,Chhattisgarh,Kabeerdham,Rural,159300,735131
22,407,Chhattisgarh,Kabeerdham,Urban,19146,87395
22,408,Chhattisgarh,Rajnandgaon,Rural,258688,1264621
22,408,Chhattisgarh,Rajnandgaon,Urban,59800,272512
22,409,Chhattisgarh,Durg,Rural,424294,2059107
22,409,Chhattisgarh,Durg,Urban,277413,1284765
22,410,Chhattisgarh,Raipur,Rural,555578,2580583
22,410,Chhattisgarh,Raipur,Urban,315647,1483289
22,411,Chhattisgarh,Mahasamund,Rural,221535,912602
22,411,Chhattisgarh,Mahasamund,Urban,27026,120152
22,412,Chhattisgarh,Dhamtari,Rural,138455,650586
22,412,Chhattisgarh,Dhamtari,Urban,32496,149195
22,413,Chhattisgarh,Uttar Bastar Kanker,Rural,143139,672180
22,413,Chhattisgarh,Uttar Bastar Kanker,Urban,17798,76761
22,414,Chhattisgarh,Bastar,Rural,268258,1219705
22,414,Chhattisgarh,Bastar,Urban,43280,193494
22,415,Chhattisgarh,Narayanpur,Rural,23068,117714
22,415,Chhattisgarh,Narayanpur,Urban,4914,22106
22,416,Chhattisgarh,Dakshin Bastar Dantewada,Rural,98275,437405
22,416,Chhattisgarh,Dakshin Bastar Dantewada,Urban,22575,96233
22,417,Chhattisgarh,Bijapur,Rural,48289,225630
22,417,Chhattisgarh,Bijapur,Urban,6468,29600
23,418,Madhya Pradesh,Sheopur,Rural,125522,580509
23,418,Madhya Pradesh,Sheopur,Urban,20521,107352
23,419,Madhya Pradesh,Morena,Rural,284541,1495508
23,419,Madhya Pradesh,Morena,Urban,78105,470462
23,420,Madhya Pradesh,Bhind,Rural,226671,1270083
23,420,Madhya Pradesh,Bhind,Urban,72562,432922
23,421,Madhya Pradesh,Gwalior,Rural,144494,758244
23,421,Madhya Pradesh,Gwalior,Urban,239351,1273792
23,422,Madhya Pradesh,Datia,Rural,126017,604772
23,422,Madhya Pradesh,Datia,Urban,34198,181982
23,423,Madhya Pradesh,Shivpuri,Rural,304287,1430627
23,423,Madhya Pradesh,Shivpuri,Urban,55682,295423
23,424,Madhya Pradesh,Tikamgarh,Rural,249777,1195293
23,424,Madhya Pradesh,Tikamgarh,Urban,46339,249873
23,425,Madhya Pradesh,Chhatarpur,Rural,281870,1363359
23,425,Madhya Pradesh,Chhatarpur,Urban,74427,399016
23,426,Madhya Pradesh,Panna,Rural,203539,891185
23,426,Madhya Pradesh,Panna,Urban,25170,125335
23,427,Madhya Pradesh,Sagar,Rural,379437,1669662
23,427,Madhya Pradesh,Sagar,Urban,138413,708796
23,428,Madhya Pradesh,Damoh,Rural,245928,1013668
23,428,Madhya Pradesh,Damoh,Urban,51680,250551
23,429,Madhya Pradesh,Satna,Rural,385786,1754517
23,429,Madhya Pradesh,Satna,Urban,92955,474418
23,430,Madhya Pradesh,Rewa,Rural,450297,1969321
23,430,Madhya Pradesh,Rewa,Urban,75768,395785
23,431,Madhya Pradesh,Umaria,Rural,121241,534214
23,431,Madhya Pradesh,Umaria,Urban,23783,110544
23,432,Madhya Pradesh,Neemuch,Rural,131201,580837
23,432,Madhya Pradesh,Neemuch,Urban,48545,245230
23,433,Madhya Pradesh,Mandsaur,Rural,230413,1062807
23,433,Madhya Pradesh,Mandsaur,Urban,56395,277604
23,434,Madhya Pradesh,Ratlam,Rural,211854,1020038
23,434,Madhya Pradesh,Ratlam,Urban,84829,435031
23,435,Madhya Pradesh,Ujjain,Rural,238950,1207651
23,435,Madhya Pradesh,Ujjain,Urban,152488,779213
23,436,Madhya Pradesh,Shajapur,Rural,244243,1219133
23,436,Madhya Pradesh,Shajapur,Urban,55782,293548
23,437,Madhya Pradesh,Dewas,Rural,221276,1111956
23,437,Madhya Pradesh,Dewas,Urban,87595,451759
23,438,Madhya Pradesh,Dhar,Rural,339173,1772572
23,438,Madhya Pradesh,Dhar,Urban,86741,413221
23,439,Madhya Pradesh,Indore,Rural,159400,848988
23,439,Madhya Pradesh,Indore,Urban,490140,2427709
23,440,Madhya Pradesh,Khargone (West Nimar),Rural,309315,1574190
23,440,Madhya Pradesh,Khargone (West Nimar),Urban,58673,298856
23,441,Madhya Pradesh,Barwani,Rural,204644,1181812
23,441,Madhya Pradesh,Barwani,Urban,38633,204069
23,442,Madhya Pradesh,Rajgarh,Rural,292018,1269357
23,442,Madhya Pradesh,Rajgarh,Urban,53279,276457
23,443,Madhya Pradesh,Vidisha,Rural,232163,1119257
23,443,Madhya Pradesh,Vidisha,Urban,67513,339618
23,444,Madhya Pradesh,Bhopal,Rural,93058,454010
23,444,Madhya Pradesh,Bhopal,Urban,408747,1917051
23,445,Madhya Pradesh,Sehore,Rural,210468,1062870
23,445,Madhya Pradesh,Sehore,Urban,46843,248462
23,446,Madhya Pradesh,Raisen,Rural,215979,1028172
23,446,Madhya Pradesh,Raisen,Urban,62916,303425
23,447,Madhya Pradesh,Betul,Rural,261879,1266211
23,447,Madhya Pradesh,Betul,Urban,67953,309151
23,448,Madhya Pradesh,Harda,Rural,89743,451101
23,448,Madhya Pradesh,Harda,Urban,23636,119364
23,449,Madhya Pradesh,Hoshangabad,Rural,175529,851364
23,449,Madhya Pradesh,Hoshangabad,Urban,81670,389986
23,450,Madhya Pradesh,Katni,Rural,233122,1028499
23,450,Madhya Pradesh,Katni,Urban,56429,263543
23,451,Madhya Pradesh,Jabalpur,Rural,237398,1023255
23,451,Madhya Pradesh,Jabalpur,Urban,301662,1440034
23,452,Madhya Pradesh,Narsimhapur,Rural,206225,888314
23,452,Madhya Pradesh,Narsimhapur,Urban,44061,203540
23,453,Madhya Pradesh,Dindori,Rural,162220,672206
23,453,Madhya Pradesh,Dindori,Urban,7410,32318
23,454,Madhya Pradesh,Mandla,Rural,220815,924716
23,454,Madhya Pradesh,Mandla,Urban,29331,130189
23,455,Madhya Pradesh,Chhindwara,Rural,333149,1585739
23,455,Madhya Pradesh,Chhindwara,Urban,110212,505183
23,456,Madhya Pradesh,Seoni,Rural,278250,1215241
23,456,Madhya Pradesh,Seoni,Urban,36517,163890
23,457,Madhya Pradesh,Balaghat,Rural,337369,1456882
23,457,Madhya Pradesh,Balaghat,Urban,54467,244816
23,458,Madhya Pradesh,Guna,Rural,185041,928844
23,458,Madhya Pradesh,Guna,Urban,59360,312675
23,459,Madhya Pradesh,Ashoknagar,Rural,142794,691387
23,459,Madhya Pradesh,Ashoknagar,Urban,29886,153684
23,460,Madhya Pradesh,Shahdol,Rural,205268,846463
23,460,Madhya Pradesh,Shahdol,Urban,46184,219600
23,461,Madhya Pradesh,Anuppur,Rural,126851,543996
23,461,Madhya Pradesh,Anuppur,Urban,43864,205241
23,462,Madhya Pradesh,Sidhi,Rural,220074,1033912
23,462,Madhya Pradesh,Sidhi,Urban,18374,93121
23,463,Madhya Pradesh,Singrauli,Rural,197902,951487
23,463,Madhya Pradesh,Singrauli,Urban,46023,226786
23,464,Madhya Pradesh,Jhabua,Rural,175934,933065
23,464,Madhya Pradesh,Jhabua,Urban,18223,91983
23,465,Madhya Pradesh,Alirajpur,Rural,113129,671925
23,465,Madhya Pradesh,Alirajpur,Urban,10671,57074
23,466,Madhya Pradesh,Khandwa (East Nimar),Rural,216182,1050625
23,466,Madhya Pradesh,Khandwa (East Nimar),Urban,50473,259436
23,467,Madhya Pradesh,Burhanpur,Rural,97842,497560
23,467,Madhya Pradesh,Burhanpur,Urban,48499,260287
24,468,Gujarat,Kachchh,Rural,286001,1363836
24,468,Gujarat,Kachchh,Urban,159671,728535
24,469,Gujarat,Banas Kantha,Rural,478438,2705591
24,469,Gujarat,Banas Kantha,Urban,81973,414915
24,470,Gujarat,Patan,Rural,209082,1062653
24,470,Gujarat,Patan,Urban,58551,281081
24,471,Gujarat,Mahesana,Rural,316536,1520734
24,471,Gujarat,Mahesana,Urban,107943,514330
24,472,Gujarat,Sabar Kantha,Rural,406039,2064869
24,472,Gujarat,Sabar Kantha,Urban,75375,363720
24,473,Gujarat,Gandhinagar,Rural,161994,791126
24,473,Gujarat,Gandhinagar,Urban,127996,600627
24,474,Gujarat,Ahmadabad,Rural,228482,1151178
24,474,Gujarat,Ahmadabad,Urban,1281652,6063047
24,475,Gujarat,Surendranagar,Rural,240804,1259352
24,475,Gujarat,Surendranagar,Urban,102409,496916
24,476,Gujarat,Rajkot,Rural,314961,1590508
24,476,Gujarat,Rajkot,Urban,471625,2214050
24,477,Gujarat,Jamnagar,Rural,230303,1189054
24,477,Gujarat,Jamnagar,Urban,200638,971065
24,478,Gujarat,Porbandar,Rural,63404,299775
24,478,Gujarat,Porbandar,Urban,61152,285674
24,479,Gujarat,Junagadh,Rural,347702,1836670
24,479,Gujarat,Junagadh,Urban,179624,906412
24,480,Gujarat,Amreli,Rural,219041,1127555
24,480,Gujarat,Amreli,Urban,75796,386635
24,481,Gujarat,Bhavnagar,Rural,302370,1697964
24,481,Gujarat,Bhavnagar,Urban,236235,1182401
24,482,Gujarat,Anand,Rural,297658,1457758
24,482,Gujarat,Anand,Urban,129947,634987
24,483,Gujarat,Kheda,Rural,359691,1776276
24,483,Gujarat,Kheda,Urban,107165,523609
24,484,Gujarat,Panch Mahals,Rural,378648,2055949
24,484,Gujarat,Panch Mahals,Urban,67963,334827
24,485,Gujarat,Dohad,Rural,298702,1935461
24,485,Gujarat,Dohad,Urban,35570,191625
24,486,Gujarat,Vadodara,Rural,417600,2099855
24,486,Gujarat,Vadodara,Urban,459506,2065771
24,487,Gujarat,Narmada,Rural,108962,528425
24,487,Gujarat,Narmada,Urban,13212,61872
24,488,Gujarat,Bharuch,Rural,217298,1026060
24,488,Gujarat,Bharuch,Urban,116185,524959
24,489,Gujarat,The Dangs,Rural,39889,203604
24,489,Gujarat,The Dangs,Urban,4810,24687
24,490,Gujarat,Navsari,Rural,203297,920535
24,490,Gujarat,Navsari,Urban,91834,409137
24,491,Gujarat,Valsad,Rural,216948,1070177
24,491,Gujarat,Valsad,Urban,147455,635501
24,492,Gujarat,Surat,Rural,269680,1232109
24,492,Gujarat,Surat,Urban,1063520,4849213
24,493,Gujarat,Tapi,Rural,160028,727535
24,493,Gujarat,Tapi,Urban,17063,79487
25,494,Daman & Diu,Diu,Rural,5331,28083
25,494,Daman & Diu,Diu,Urban,5249,23991
25,495,Daman & Diu,Daman,Rural,7413,32313
25,495,Daman & Diu,Daman,Urban,42963,158860
26,496,Dadra & Nagar Haveli,Dadra & Nagar Haveli,Rural,36094,183114
26,496,Dadra & Nagar Haveli,Dadra & Nagar Haveli,Urban,40364,160595
27,497,Maharashtra,Nandurbar,Rural,272783,1372821
27,497,Maharashtra,Nandurbar,Urban,50738,275474
27,498,Maharashtra,Dhule,Rural,296717,1479826
27,498,Maharashtra,Dhule,Urban,112157,571036
27,499,Maharashtra,Jalgaon,Rural,624570,2887206
27,499,Maharashtra,Jalgaon,Urban,279073,1342711
27,500,Maharashtra,Buldana,Rural,451284,2037398
27,500,Maharashtra,Buldana,Urban,110220,548860
27,501,Maharashtra,Akola,Rural,250160,1094165
27,501,Maharashtra,Akola,Urban,145530,719741
27,502,Maharashtra,Washim,Rural,218403,985747
27,502,Maharashtra,Washim,Urban,41061,211413
27,503,Maharashtra,Amravati,Rural,430282,1851158
27,503,Maharashtra,Amravati,Urban,217169,1037287
27,504,Maharashtra,Wardha,Rural,212493,877474
27,504,Maharashtra,Wardha,Urban,97353,423300
27,505,Maharashtra,Nagpur,Rural,339997,1474811
27,505,Maharashtra,Nagpur,Urban,701547,3178759
27,506,Maharashtra,Bhandara,Rural,224933,966503
27,506,Maharashtra,Bhandara,Urban,53143,233831
27,507,Maharashtra,Gondiya,Rural,243840,1096577
27,507,Maharashtra,Gondiya,Urban,48529,225930
27,508,Maharashtra,Gadchiroli,Rural,222413,954909
27,508,Maharashtra,Gadchiroli,Urban,28022,118033
27,509,Maharashtra,Chandrapur,Rural,356228,1428929
27,509,Maharashtra,Chandrapur,Urban,180458,775378
27,510,Maharashtra,Yavatmal,Rural,515502,2174195
27,510,Maharashtra,Yavatmal,Urban,131384,598153
27,511,Maharashtra,Nanded,Rural,494341,2447394
27,511,Maharashtra,Nanded,Urban,171093,913898
27,512,Maharashtra,Hingoli,Rural,196255,998612
27,512,Maharashtra,Hingoli,Urban,32613,178733
27,513,Maharashtra,Parbhani,Rural,256399,1266280
27,513,Maharashtra,Parbhani,Urban,104731,569806
27,514,Maharashtra,Jalna,Rural,320908,1581617
27,514,Maharashtra,Jalna,Urban,70793,377429
27,515,Maharashtra,Aurangabad,Rural,420950,2081112
27,515,Maharashtra,Aurangabad,Urban,330965,1620170
27,516,Maharashtra,Nashik,Rural,677310,3509814
27,516,Maharashtra,Nashik,Urban,545577,2597373
27,517,Maharashtra,Thane,Rural,541599,2545470
27,517,Maharashtra,Thane,Urban,1987566,8514678
27,518,Maharashtra,Mumbai Suburban,Rural,0,0
27,518,Maharashtra,Mumbai Suburban,Urban,2105604,9356962
27,519,Maharashtra,Mumbai,Rural,0,0
27,519,Maharashtra,Mumbai,Urban,674339,3085411
27,520,Maharashtra,Raigarh,Rural,381204,1664005
27,520,Maharashtra,Raigarh,Urban,230586,970195
27,521,Maharashtra,Pune,Rural,779972,3678226
27,521,Maharashtra,Pune,Urban,1371531,5751182
27,522,Maharashtra,Ahmadnagar,Rural,739083,3630542
27,522,Maharashtra,Ahmadnagar,Urban,190941,912617
27,523,Maharashtra,Bid,Rural,435588,2070751
27,523,Maharashtra,Bid,Urban,100247,514298
27,524,Maharashtra,Latur,Rural,363409,1829216
27,524,Maharashtra,Latur,Urban,118163,624980
27,525,Maharashtra,Osmanabad,Rural,296494,1376519
27,525,Maharashtra,Osmanabad,Urban,54787,281057
27,526,Maharashtra,Solapur,Rural,593560,2918665
27,526,Maharashtra,Solapur,Urban,279607,1399091
27,527,Maharashtra,Satara,Rural,528587,2433363
27,527,Maharashtra,Satara,Urban,125148,570378
27,528,Maharashtra,Ratnagiri,Rural,335318,1351346
