ST_NAME,DIST_NAME,AC_NO,CITYNAME,POPULATION,LON_CITY,LAT_CITY
Uttarakhand,Nainital,60,KALADUNGI,5972,79.36,29.2833334
Uttarakhand,Udham Singh Nagar *,63,KASHIPUR,88498,78.94,29.17
Uttarakhand,Udham Singh Nagar *,70,KHATIMA,14243,79.93729,28.84751
Uttarakhand,Udham Singh Nagar *,67,NAGLA,27956,79.48,28.97
Uttarakhand,Nainital,58,NAINITAL,37592,79.45,29.3833333
Uttarakhand,Udham Singh Nagar *,68,SITARGANJ,21157,79.68353,28.89061
Uttarakhand,Champawat,55,TANAKPUR,16605,80.08219,28.99209
Uttarakhand,Nainital,58,BHIMTAL,5684,79.5666667,29.35
Uttarakhand,Nainital,58,BHOWALI,5199,79.5166667,29.3833333
Uttarakhand,Nainital,61,RAMNAGAR,46010,79.12,29.36
Uttarakhand,Pithoragarh,42,DHARCHULA,6195,80.5333333,29.85
Uttarakhand,Pithoragarh,44,PITHORAGARH,39560,80.2166667,29.5833333
Uttarakhand,Garhwal,36,MUNIKIRETI,7452,78.33,30.06
Uttarakhand,Tehri Garhwal,13,TEHRI,24849,78.4833333,30.3833333
Uttarakhand,Udham Singh Nagar *,62,JASPUR,38068,78.82,29.28
Uttarakhand,Udham Singh Nagar *,63,KASHIPUR,90646,78.96,29.22
Uttarakhand,Udham Singh Nagar *,69,KHATIMA,14017,79.9666667,28.9166667
Uttarakhand,Udham Singh Nagar *,67,KICHHA,29751,79.5,28.9166667
Uttarakhand,Almora,50,RUDRAPUR,86495,79.48,29.5
Uttarakhand,Udham Singh Nagar *,68,SITARGANJ,21392,79.7,28.9333333
Uttarakhand,Uttarkashi,3,BARKOT,5719,78.54691,30.5639
Uttarakhand,Uttarkashi,3,UTTARKASHI,15973,78.45,30.7333333
Uttar Pradesh,Etah,103,Raja Ka Rampur,10559,79.12,27.51
Uttar Pradesh,Rampur,34,TANDA,38785,78.93,28.98
Uttar Pradesh,Agra,91,ACHHNERA,19814,77.7666667,27.1833333
Uttar Pradesh,Agra,88,AGRA,1228387,78.0166667,27.1833333
Uttar Pradesh,Agra,94,BAH,14385,78.5975,26.87
Uttar Pradesh,Agra,90,DHANAULI,22187,77.93,27.07
Uttar Pradesh,Agra,90,ETMADPUR,18604,78.19,27.17
Uttar Pradesh,Agra,93,FATEHABAD,18655,78.27,26.96
Uttar Pradesh,Agra,91,FATEHPURSIKRI,28404,77.6666667,27.1
Uttar Pradesh,Agra,92,KHERAGARH,17292,77.82,26.95
Uttar Pradesh,Agra,91,KIRAOLI,18382,77.7833333,27.15
Uttar Pradesh,Agra,94,PINAHAT,16408,78.38,26.88
Uttar Pradesh,Agra,93,SHAMSABAD,26318,78.13,27.02
Uttar Pradesh,Aligarh,75,ALIGARH,646119,78.08,27.84
Uttar Pradesh,Aligarh,73,ATRAULI,42884,78.27,28.02
Uttar Pradesh,Aligarh,77,BESWAN,5322,77.8833333,27.65
Uttar Pradesh,Aligarh,74,CHHARRARAFATPUR,19919,78.42,27.85
Uttar Pradesh,Aligarh,72,HARDUAGANJ,11360,78.1666667,27.95
Uttar Pradesh,Aligarh,77,IGLAS,11563,77.9333333,27.7166667
Uttar Pradesh,Aligarh,74,JALALI,17250,78.2666667,27.8666667
Uttar Pradesh,Mathura,82,JATARI,16618,77.63,27.94
Uttar Pradesh,Hathras *,80,KAURIAGANJ,10393,78.39,27.8
Uttar Pradesh,Aligarh,71,KHAIR,27006,77.8333333,27.95
Uttar Pradesh,Aligarh,74,PILKHANA,9431,78.34,27.79
Uttar Pradesh,Aligarh,72,QASIMPURPOWERHOUSECOLONY,13971,78.11,27.96
Uttar Pradesh,Allahabad,261,ALLAHABAD,965468,81.85,25.45
Uttar Pradesh,Allahabad,265,BHARATGANJ,14947,82.25,25
Uttar Pradesh,Kaushambi *,252,BHARWARI,14405,81.44601,25.46647
Uttar Pradesh,Kaushambi *,253,CHAIL,7548,81.58939,25.33537
Uttar Pradesh,Allahabad,259,Handia,16033,82.17,25.25
Uttar Pradesh,Allahabad,256,JHUSI,12916,81.9333333,25.4333333
Uttar Pradesh,Allahabad,259,KORAON,11616,82.105556000000007,25.179167
Uttar Pradesh,Allahabad,255,MAUAIMA,17412,81.9166667,25.7
Uttar Pradesh,Allahabad,254,NINDAURA,24440,81.69,25.52
Uttar Pradesh,Allahabad,256,PHULPUR,20590,82.1,25.55
Uttar Pradesh,Allahabad,264,SHANKARGARH,12847,81.6166667,25.1833333
Uttar Pradesh,Jalaun,220,AKBARPUR,33039,79.7,26.02
Uttar Pradesh,Ambedkar Nagar *,278,Tanda,81738,82.65,26.55
Uttar Pradesh,Auraiya *,204,AURAIYA,63060,79.506,26.464
Uttar Pradesh,Auraiya *,204,BABARPURAJITMAL,23934,79.2938,26.44358
Uttar Pradesh,Auraiya *,202,BIDHUNA,24162,79.5248,26.78
Uttar Pradesh,Auraiya *,203,DIBIYAPUR,20085,79.51316,26.53026
Uttar Pradesh,Auraiya *,204,PHAPHUND,14956,79.458,26.603
Uttar Pradesh,Azamgarh,343,ATRAULIA,11153,82.95,26.3333333
Uttar Pradesh,Azamgarh,347,AZAMGARH,101948,83.1861111,26.06
Uttar Pradesh,Azamgarh,345,AZMATGARH,10773,83.32,26.12
Uttar Pradesh,Azamgarh,344,BILARIAGANJ,11545,83.2333333,26.1986111
Uttar Pradesh,Azamgarh,345,JIYANPUR,9951,83.3347222,26.1533333
Uttar Pradesh,Azamgarh,344,MAHRAJGANJ,6695,83.11377,26.17292
Uttar Pradesh,Azamgarh,352,MEHNAGAR,12917,83.1166667,25.8833333
Uttar Pradesh,Azamgarh,346,MUBARAKPUR,49799,83.2922222,26.09
Uttar Pradesh,Azamgarh,348,NIZAMABAD,11792,83.0588889,26.0505556
Uttar Pradesh,Azamgarh,350,PHULPUR,8155,82.85912,26.03337
Uttar Pradesh,Azamgarh,348,SARAIMIR,14947,82.9166667,26.0166667
Uttar Pradesh,Baghpat *,52,AGARWALMANDI,12087,77.20764,28.93298
Uttar Pradesh,Baghpat *,51,AMINAGARSARAI,9860,77.30433,28.95556
Uttar Pradesh,Baghpat *,52,BAGHPAT,35453,77.22,28.95
Uttar Pradesh,Baghpat *,51,BARAUT,83670,77.2648,29.1
Haryana,Sonipat,28,CHHAPRAULI,17348,77.13,29.14
Uttar Pradesh,Baghpat *,50,DOGHAT,12928,77.38908,29.12587
Haryana,Sonipat,29,KHEKADA,39367,77.19028,28.86431
Uttar Pradesh,Baghpat *,50,TIKRI,13092,77.35013,29.17552
Uttar Pradesh,Bahraich,286,BAHRAICH,164745,81.6,27.5833333
Uttar Pradesh,Bahraich,288,JARWAL,15317,81.55,27.1666667
Uttar Pradesh,Bahraich,283,NANPARA,41850,81.5,27.8666667
Uttar Pradesh,Bahraich,284,RISIABAZAR,10871,81.57,27.65
Uttar Pradesh,Ballia,361,BALLIA,100245,84.15,25.76
Uttar Pradesh,Ballia,362,BANSDIH,19903,84.2166667,25.8833333
Uttar Pradesh,Ballia,357,BELTHARAROAD,17162,83.86,26.09
Uttar Pradesh,Ballia,360,CHITBARAGAON,19827,84.0166667,25.75
Uttar Pradesh,Ballia,362,MANIYAR,18304,84.17,25.93
Uttar Pradesh,Ballia,358,RASRA,28582,83.85,25.85
Uttar Pradesh,Ballia,362,REOTI,21651,84.3833333,25.85
Uttar Pradesh,Ballia,361,SAHATWAR,18760,84.3,25.74
Uttar Pradesh,Ballia,359,SIKANDERPUR,21178,84.05,26.04
Uttar Pradesh,Balrampur *,294,BALRAMPUR,70409,82.18,27.42
Uttar Pradesh,Balrampur *,292,PACHPERWA,13969,82.62684,27.46208
Uttar Pradesh,Balrampur *,291,TULSIPUR,20701,82.417,27.532
Uttar Pradesh,Balrampur *,293,UTRAULA,26801,82.414,27.32
Uttar Pradesh,Banda,234,ATARRA,41459,80.5666667,25.2833333
Uttar Pradesh,Banda,233,BABERU,14206,80.7166667,25.55
Uttar Pradesh,Banda,232,BANDA,130427,80.33,25.47
Uttar Pradesh,Banda,234,BISANDABUZURG,10423,80.61,25.3
Uttar Pradesh,Banda,232,MATAUNDH,8190,80.15,25.45
Uttar Pradesh,Banda,234,NARAINI,12637,80.4833333,25.1833333
Uttar Pradesh,Banda,234,ORAN,6105,80.75,25.3833333
Uttar Pradesh,Banda,232,TINDWARI,9319,80.5333333,25.6166667
Uttar Pradesh,Barabanki,270,DARIYABAD,15327,81.55,26.8
Uttar Pradesh,Barabanki,268,DEWA,12423,81.17,26.98
Uttar Pradesh,Barabanki,266,Fatehpur,28921,81.21,27.11
Uttar Pradesh,Rae Bareli,177,HAIDERGARH,13514,81.36,26.51
Uttar Pradesh,Barabanki,268,NAWABGANJ,73204,81.19,26.94
Uttar Pradesh,Barabanki,267,RAMNAGAR,12135,81.4,27.088
Uttar Pradesh,Barabanki,269,SATRIKH,9895,81.2,26.8666667
Uttar Pradesh,Barabanki,270,TIKAITNAGAR,8097,81.5833333,26.95
Uttar Pradesh,Barabanki,269,ZAIDPUR,29212,81.3333333,26.8333333
Uttar Pradesh,Bareilly,126,AONLA,44041,79.15,28.2833333
Uttar Pradesh,Bareilly,118,BAHERI,57179,79.5,28.78
Uttar Pradesh,Bareilly,125,BAREILLY,682291,79.4166667,28.35
Uttar Pradesh,Bareilly,123,BISHARATGANJ,12606,79.26,28.26
Uttar Pradesh,Bareilly,120,DEORANIAN,16877,79.4833333,28.6333333
Uttar Pradesh,Bareilly,120,DHAURATANDA,19879,79.46,28.61
Uttar Pradesh,Bareilly,122,FARIDPUR,58393,79.534,28.215
Uttar Pradesh,Bareilly,119,FATEHGANJPASHCHIMI,20061,79.3,28.42
Uttar Pradesh,Budaun,117,FATEHGANJPURVI,7491,79.5,28.06
Uttar Pradesh,Bareilly,119,MIRGANJ,12838,79.2,28.55
Uttar Pradesh,Bareilly,121,NAWABGANJ,29699,79.632,28.5427
Uttar Pradesh,Bareilly,120,RICHHA,16976,79.5166667,28.7
Uttar Pradesh,Bareilly,121,Rithora,13538,79.5166667,28.4666667
Uttar Pradesh,Bareilly,121,Sainthal,13161,79.5833333,28.5333333
Uttar Pradesh,Bareilly,119,SHAHI,13360,79.3166667,28.55
Uttar Pradesh,Bareilly,119,SHERGARH,12286,79.31,28.55
Uttar Pradesh,Bareilly,119,SHISHGARH,19968,79.3166667,28.7166667
Uttar Pradesh,Bareilly,126,SIRAULI,18529,79.11,28.45
Uttar Pradesh,Bareilly,123,THIRIYANIZAMATKHAN,18779,79.22,28.26
Uttar Pradesh,Basti,310,BASTI,104840,82.7166667,26.8
Uttar Pradesh,Basti,307,HARRAIYA,8157,82.5,26.72
Uttar Pradesh,Bijnor,19,AFZALGARH,24237,78.6833333,29.4
Uttar Pradesh,Bijnor,18,BARHAPUR,22775,78.5,29.5
Uttar Pradesh,Bijnor,22,BIJNOR,77377,78.1333333,29.3666667
Uttar Pradesh,Bijnor,23,CHANDPUR,66988,78.27,29.135
Uttar Pradesh,Bijnor,20,DHAMPUR,46024,78.5166667,29.3166667
Uttar Pradesh,Bijnor,21,HALDAUR,17676,78.2833333,29.3
Uttar Pradesh,Bijnor,17,JALALABAD,15705,78.32,29.6
Uttar Pradesh,Bijnor,22,JHALU,18269,78.25,29.35
Uttar Pradesh,Bijnor,18,KIRATPUR,54029,78.21,29.51
Uttar Pradesh,Bijnor,22,MANDAWAR,19103,78.13,29.49
Uttar Pradesh,Bijnor,18,NAGINA,69913,78.44,29.45
Uttar Pradesh,Bijnor,17,NAJIBABAD,77769,78.3333333,29.6333333
Uttar Pradesh,Bijnor,21,NEHTAUR,43238,78.37,29.31
Uttar Pradesh,Bijnor,24,Noorpur,32223,78.408,29.15
Uttar Pradesh,Bijnor,17,Sahanpur,17897,78.31,29.64
Uttar Pradesh,Moradabad,25,Sahaspur,22119,78.64,29.11
Uttar Pradesh,Bijnor,20,Seohara,43295,78.5833333,29.2166667
Uttar Pradesh,Bijnor,20,Sherkot,51695,78.5833333,29.35
Uttar Pradesh,Bijnor,24,Tajpur,16336,78.52,29.12
Uttar Pradesh,Budaun,116,Allapur,20232,79.26,27.91
Uttar Pradesh,Budaun,111,Babrala,14084,78.4,28.2666667
Uttar Pradesh,Budaun,114,Bilsi,22861,78.9166667,28.1333333
Uttar Pradesh,Budaun,112,Bisauli,27707,78.935,28.305
Uttar Pradesh,Budaun,116,Budaun,144423,79.10657,28.03
Uttar Pradesh,Budaun,117,Dataganj,20944,79.4,28.0333333
Uttar Pradesh,Budaun,111,Gawan,7502,78.31,28.37
Uttar Pradesh,Budaun,111,Gunnaur,18620,78.4333333,28.25
Uttar Pradesh,Budaun,113,Islamnagar,25268,78.71,28.29
Uttar Pradesh,Etah,102,Kachhla,7610,78.91,27.88
Uttar Pradesh,Budaun,116,Kakrala,31526,79.21,27.89
Uttar Pradesh,Budaun,115,Kunwargaon,6643,79.16,28.12
Uttar Pradesh,Budaun,113,Rudayan,7101,78.8,28.2
Uttar Pradesh,Budaun,113,Sahaswan,57440,78.75,28.0833333
Uttar Pradesh,Bulandshahr,66,Saidpur,13373,77.9166667,28.6166667
Uttar Pradesh,Budaun,114,Ujhani,49687,79.0166667,28.0166667
Uttar Pradesh,Shahjahanpur,132,Usawan,10315,79.36,27.76
Uttar Pradesh,Budaun,116,Usehat,11501,79.25,27.8166667
Uttar Pradesh,Budaun,115,Wazirganj,16960,79.04,28.16
Uttar Pradesh,Budaun,112,Mundia,6084,78.87,28.28
Uttar Pradesh,Bulandshahr,68,Anupshahr,23242,78.22,28.32
Uttar Pradesh,Bulandshahr,64,Aurangabad,19547,77.78,28.45
Uttar Pradesh,Bulandshahr,66,Bhawan Bahadur Nagar,9304,77.95,28.61
Uttar Pradesh,Gautam Buddha Nagar *,63,Bilaspur,7290,77.63,28.32
Uttar Pradesh,Bulandshahr,66,Bugrasi,12630,78.09,28.61
Uttar Pradesh,Bulandshahr,65,Bulandshahr,170599,77.85,28.4
Uttar Pradesh,Bulandshahr,68,Dibai,34064,78.25,28.2166667
Uttar Pradesh,Ghaziabad,59,Gulaothi,41887,77.7833333,28.6
Uttar Pradesh,Bulandshahr,67,Jahangirabad,49841,78.1,28.42
Uttar Pradesh,Bulandshahr,66,Khanpur,13489,78.04,28.46
Uttar Pradesh,Bulandshahr,70,Khurja,96423,77.85,28.25
Uttar Pradesh,Bulandshahr,69,Pahasu,16667,78.05,28.1833333
Uttar Pradesh,Bulandshahr,70,Shikarpur,32713,77.98,28.26
Uttar Pradesh,Bulandshahr,66,Siana,38004,78.02,28.6
Uttar Pradesh,Bulandshahr,64,Sikandrabad,68955,77.7,28.45
Uttar Pradesh,Bulandshahr,68,Naraura,19845,78.31,28.21
Uttar Pradesh,Chandauli *,383,Chakia,13324,83.25376,25.00189
Uttar Pradesh,Chandauli *,383,Chandauli,19567,83.31305,25.2083
Uttar Pradesh,Chandauli *,380,Mughalsarai,86169,83.1166667,25.3
Uttar Pradesh,Chandauli *,382,Saiyad Raja,15301,83.400055,25.22006
Uttar Pradesh,Chitrakoot *,236,Chitrakoot Dham,47628,80.84,25.2
Madhya Pradesh,Satna,61,Manikpur Sarhat,14541,81.068626,24.944992
Uttar Pradesh,Chitrakoot *,237,Rajapur,12408,81.13,25.38
Uttar Pradesh,Deoria,341,Bhainibazar,14069,83.92,26.3
Uttar Pradesh,Deoria,337,Deoria,101773,83.7872222,26.5047222
Uttar Pradesh,Mau,353,Gaurabarhaj,34687,83.72962,26.22193
Uttar Pradesh,Deoria,337,Gauribazar,6092,83.71,26.62
Uttar Pradesh,Deoria,341,Lar,25164,83.9716667,26.2038889
Uttar Pradesh,Deoria,341,Majhauliraj,16812,83.97,26.22
Uttar Pradesh,Deoria,336,Rudrapur,27660,83.62,26.37
Uttar Pradesh,Deoria,339,Salempur,16429,83.9630556,26.2955556
Uttar Pradesh,Kushinagar *,331,Siwarhi,21619,84.22,26.73
Uttar Pradesh,Etah,103,Aliganj,23652,79.17,27.47
Uttar Pradesh,Etah,101,Amanpur,8804,78.75,27.7166667
Uttar Pradesh,Etah,100,Awagarh,10496,78.6466667,27.8083333
Uttar Pradesh,Etah,103,Bhargain,19553,79.08,27.54
Uttar Pradesh,Etah,100,Bilram,11827,78.58,27.77
Uttar Pradesh,Etah,105,Etah,103816,78.6666667,27.6333333
Uttar Pradesh,Etah,102,Gunjdundwara,39958,78.96,27.62
Uttar Pradesh,Etah,103,Jaithara,9778,78.99,27.47
Uttar Pradesh,Etah,106,Jalesar,34888,78.3166667,27.4833333
Uttar Pradesh,Etah,100,Kasganj,90643,78.65,27.8166667
Uttar Pradesh,Etah,105,Marehra,17477,78.55,27.68
Uttar Pradesh,Etah,105,Nidhauli Kalan,7374,78.52,27.56
Uttar Pradesh,Etah,103,Patiyali,11929,78.99,27.6
Uttar Pradesh,Etah,101,Sahawar,20000,78.85,27.8
Uttar Pradesh,Etah,104,Sakit,6712,78.8166667,27.45
Uttar Pradesh,Etah,102,Sidhpura,12540,78.8833333,27.6333333
Uttar Pradesh,Etah,100,Soron,26203,78.75,27.8833333
Uttar Pradesh,Etawah,201,Bakewar,12749,79.1833333,26.6666667
Uttar Pradesh,Etawah,201,Bharthana,38169,79.2333333,26.75
Uttar Pradesh,Etawah,201,Ekdil,9771,79.05,26.63
Uttar Pradesh,Etawah,200,Etawah,200480,79.01879,26.777
Uttar Pradesh,Etawah,199,Jaswantnagar,24716,78.9027778,26.8786111
Uttar Pradesh,Etawah,201,Lakhna,10207,79.09,26.53
Uttar Pradesh,Faizabad,275,Ayodhya,48349,82.2,26.8
Uttar Pradesh,Faizabad,274,Bhadarsa,10949,82.1,26.59
Uttar Pradesh,Faizabad,274,Bikapur,12135,82.1333333,26.6
Uttar Pradesh,Faizabad,275,Faizabad,141290,82.14,26.78
Uttar Pradesh,Faizabad,276,Gosainganj,12469,82.3833333,26.5833333
Uttar Pradesh,Barabanki,271,Rudauli,35881,81.748,26.748
Uttar Pradesh,Farrukhabad,195,Farrukhabad Cum Fatehgarh,222162,79.55,27.35
Uttar Pradesh,Farrukhabad,192,Kaimganj,30659,79.35,27.5666667
Uttar Pradesh,Farrukhabad,195,Kamalganj,14257,79.65,27.2666667
Uttar Pradesh,Farrukhabad,192,Kampil,8285,79.2833333,27.6166667
Uttar Pradesh,Farrukhabad,192,Shamsabad,23138,79.40881,27.50546
Uttar Pradesh,Fatehpur,241,Bahuwa,9071,80.62,25.74
Uttar Pradesh,Fatehpur,239,Bindki,33693,80.6,26.0333333
Uttar Pradesh,Fatehpur,240,Fatehpur,147945,80.83258,25.82629
Uttar Pradesh,Fatehpur,243,Khaga,11682,81.1166667,25.7833333
Uttar Pradesh,Banda,233,Kishanpur,6962,80.99,25.54
Uttar Pradesh,Fatehpur,238,Kora Jahanabad,23508,80.34,26.01
Uttar Pradesh,Firozabad,95,Firozabad,271810,78.4166667,27.15
Uttar Pradesh,Firozabad,96,Jasrana,9117,78.6833333,27.25
Uttar Pradesh,Firozabad,98,Shikohabad,85149,78.6,27.1
Uttar Pradesh,Firozabad,99,Sirsaganj,25873,78.7,27.05
Uttar Pradesh,Firozabad,95,Tundla,39324,78.2833333,27.2
Uttar Pradesh,Firozabad,96,Phariha,5687,78.4833333,27.3166667
Uttar Pradesh,Gautam Buddha Nagar *,62,Dadri,56016,77.55,28.55
Uttar Pradesh,Gautam Buddha Nagar *,63,Dankaur,11681,77.52031,28.29371
Uttar Pradesh,Gautam Buddha Nagar *,63,Jahangirpur,9283,77.68837,28.15589
Uttar Pradesh,Gautam Buddha Nagar *,63,Jewar,26274,77.55,28.12
Uttar Pradesh,Gautam Buddha Nagar *,63,Kakod,6940,77.69241,28.28034
Uttar Pradesh,Gautam Buddha Nagar *,61,Noida,286538,77.33,28.58
Uttar Pradesh,Bulandshahr,70,Rabupura,12697,77.8,28.25
Uttar Pradesh,Ghaziabad,59,Babugarh,5789,77.85,28.7166667
Uttar Pradesh,Ghaziabad,58,Dasna,23553,77.5333333,28.6833333
Uttar Pradesh,Ghaziabad,57,Faridnagar,11237,77.6166667,28.7666667
Uttar Pradesh,Ghaziabad,60,Garhmukteshwar,32505,78.06,28.78
Uttar Pradesh,Ghaziabad,56,Ghaziabad,944237,77.4333333,28.6666667
Uttar Pradesh,Ghaziabad,59,Hapur,204263,77.7833333,28.7166667
Uttar Pradesh,Gautam Buddha Nagar *,61,Hata Hajipur,38454,77.38,28.53
Uttar Pradesh,Ghaziabad,58,Kalchina,13138,77.55,28.72
Uttar Pradesh,Ghaziabad,53,Loni,107079,77.28,28.75
Uttar Pradesh,Ghaziabad,57,Modinagar,110086,77.58,28.84
Uttar Pradesh,Ghaziabad,54,Muradnagar,70382,77.5,28.7833333
Uttar Pradesh,Ghaziabad,57,Niwari,9670,77.5333333,28.8833333
Uttar Pradesh,Ghaziabad,58,Ordnance Factory Muradnagar,10942,77.51,28.71
Uttar Pradesh,Gautam Buddha Nagar *,61,Pasaunda,15689,77.33,28.65
Uttar Pradesh,Ghaziabad,57,Pilkhana,65506,77.65,28.7166667
Uttar Pradesh,Ghazipur,377,Bahadurganj,15785,83.69,25.77
Uttar Pradesh,Aligarh,71,Dildarnagar Fatehpur Bazar,11122,77.7333333,27.9833333
Uttar Pradesh,Ghazipur,375,Ghazipur,93184,83.59,25.59
Uttar Pradesh,Ghazipur,375,Jangipur,10776,83.556667,25.649444
Uttar Pradesh,Ghazipur,378,Muhammadabad,29648,83.756,25.617
Uttar Pradesh,Ghazipur,373,Sadat,10114,83.2833333,25.6833333
Uttar Pradesh,Allahabad,257,Saidpur,21198,82.222,25.543
Uttar Pradesh,Ghazipur,379,Zamania,28083,83.5666667,25.4333333
Uttar Pradesh,Gonda,298,Colonel Ganj,23801,81.7,27.13
Uttar Pradesh,Gonda,299,Gonda,119199,81.95,27.09
Uttar Pradesh,Gonda,298,Katra,6317,81.63,27.04
Uttar Pradesh,Gonda,295,Khargupur,8727,81.9833333,27.3833333
Uttar Pradesh,Gonda,300,Mankapur,8637,82.2333333,27.0333333
Uttar Pradesh,Gonda,300,Nawabganj,15834,82.14,26.865
Uttar Pradesh,Gorakhpur,327,Bansgaon,14025,83.3480556,26.5586111
Uttar Pradesh,Gorakhpur,328,Barhalganj,18813,83.5083333,26.2822222
Uttar Pradesh,Azamgarh,345,Golabazar,10521,83.33681,26.25502
Uttar Pradesh,Gorakhpur,323,Gorakhpur,611506,83.3738889,26.755
Uttar Pradesh,Deoria,336,Munderabazar,11091,83.54,26.43
Uttar Pradesh,Gorakhpur,321,Pipraich,14556,83.53,26.8263889
Uttar Pradesh,Hamirpur,229,Gohand,7007,79.55,25.7
Uttar Pradesh,Hamirpur,228,Hamirpur,31472,80.12,25.81
Uttar Pradesh,Mahoba *,231,Kulpahar,17035,79.641,25.314
Uttar Pradesh,Hamirpur,228,Kurara,11196,79.9833333,25.9833333
Uttar Pradesh,Hamirpur,228,Maudaha,33531,80.1166667,25.6833333
Uttar Pradesh,Hamirpur,229,Rath,54447,79.5666667,25.5833333
Uttar Pradesh,Hamirpur,229,Sarila,7812,79.6833333,25.7666667
Uttar Pradesh,Hamirpur,228,Sumerpur,23938,80.12,25.71
Uttar Pradesh,Hardoi,160,Beniganj,9267,80.45,27.2833333
Uttar Pradesh,Hardoi,159,Bilgram,24794,80.0333333,27.1833333
Uttar Pradesh,Hardoi,157,Gopamau,12346,80.2833333,27.55
Uttar Pradesh,Hardoi,156,Hardoi,109828,80.1166667,27.4166667
Uttar Pradesh,Hardoi,160,Kachhauna Patseni,13139,80.31,27.12
Uttar Pradesh,Hardoi,159,MADHOGANJ,9740,80.15,27.1166667
Uttar Pradesh,Unnao,162,MALLAWAN,31255,80.11,26.99
Uttar Pradesh,Hardoi,154,PALI,15166,79.84,27.5296
Uttar Pradesh,Hardoi,157,PIHANI,26804,80.2,27.6333333
Uttar Pradesh,Hardoi,158,SANDI,22764,79.95,27.3
Uttar Pradesh,Hardoi,161,SANDILA,47696,80.5166667,27.0833333
Uttar Pradesh,Hardoi,155,SHAHABAD,66110,79.95,27.65
Uttar Pradesh,Etah,106,HASAYAN,5443,78.32195,27.55084
Uttar Pradesh,Hathras *,78,HATHRAS,120152,78.05404,27.6
Uttar Pradesh,Hathras *,80,MENDU,11700,78.12413,27.56758
Uttar Pradesh,Hathras *,79,MURSAN,11260,77.9333333,27.5833333
Uttar Pradesh,Hathras *,80,PURDILNAGAR,15430,78.36,27.59
Uttar Pradesh,Hathras *,79,SADABAD,30941,78.04908,27.44
Uttar Pradesh,Hathras *,78,SASNI,12618,78.07,27.69
Uttar Pradesh,Hathras *,80,SIKANDRARAO,37520,78.4,27.7
Uttar Pradesh,Jalaun,220,JALAUN,48678,79.35,26.15
Uttar Pradesh,Jalaun,220,KADAURA,12364,79.85,25.9833333
Uttar Pradesh,Jalaun,220,KALPI,42443,79.7333333,26.1166667
Uttar Pradesh,Jalaun,219,KONCH,50165,79.15,25.9833333
Uttar Pradesh,Jhansi,225,KOTRA,7955,79.28,25.72
Uttar Pradesh,Jalaun,219,MADHOGARH,9945,79.24,26.18
Uttar Pradesh,Jalaun,219,NADIGAON,7061,79,26
Uttar Pradesh,Jalaun,221,ORAI,134709,79.4666667,25.9833333
Uttar Pradesh,Jalaun,219,RAMPURA,10419,79.13,26.26
Uttar Pradesh,Jalaun,219,UMRI,8669,79.27,26.24
Uttar Pradesh,Jaunpur,367,JAFARABAD,8715,82.7,25.7
Uttar Pradesh,Jaunpur,367,JAUNPUR,157424,82.6833333,25.7333333
Uttar Pradesh,Jaunpur,372,KERAKAT,12076,82.9,25.61
Uttar Pradesh,Jaunpur,369,MACHHLISHAHR,22367,82.4166667,25.6833333
Uttar Pradesh,Jaunpur,370,MARIAHU,19600,82.6166667,25.6166667
Uttar Pradesh,Jaunpur,368,MOGRABADSHAHPUR,17484,82.23,25.64
Uttar Pradesh,Jaunpur,365,SHAHGANJ,24090,82.69,26
Uttar Pradesh,Jhansi,222,Babina,31028,78.41994,25.17345
Uttar Pradesh,Varanasi,384,BARAGAON,7876,82.8167,25.4333
Uttar Pradesh,Jhansi,222,BARUASAGAR,21721,78.73,25.37
Uttar Pradesh,Jhansi,222,CHIRGAON,14084,78.8166667,25.5833333
Uttar Pradesh,Jhansi,225,GARAUTHA,8542,79.3,25.5666667
Uttar Pradesh,Jhansi,225,GURSARAI,22420,79.1833333,25.6166667
Uttar Pradesh,Jhansi,225,IRICH,9372,79.08,25.69
Uttar Pradesh,Jhansi,223,JHANSI,373638,78.5833333,25.4333333
Uttar Pradesh,Jhansi,222,KHAILAR,12033,78.5333333,25.35
Uttar Pradesh,Jhansi,224,MAURANIPUR,50118,79.1333333,25.25
Uttar Pradesh,Jhansi,225,MOTH,12753,78.95,25.7166667
Uttar Pradesh,Jhansi,222,PARICHHA,6677,78.75,25.5166667
Uttar Pradesh,Jhansi,224,RANIPUR,17811,79.06,25.25
Uttar Pradesh,Jhansi,225,SAMTHAR,19866,78.87,25.79
Uttar Pradesh,Jhansi,224,TONDIFATEHPUR,9845,79.1393,25.42328
Uttar Pradesh,Jyotiba Phule Nagar *,41,AMROHA,161869,78.45482,28.9089
Uttar Pradesh,Jyotiba Phule Nagar *,39,BACHHRAON,27087,78.22977,28.90263
Uttar Pradesh,Jyotiba Phule Nagar *,39,DHANAURA,23851,78.24045,28.96389
Uttar Pradesh,Jyotiba Phule Nagar *,39,GAJRAULA,38827,78.22861,28.8484
Uttar Pradesh,Jyotiba Phule Nagar *,42,HASANPUR,49225,78.26727,28.72285
Uttar Pradesh,Jyotiba Phule Nagar *,41,JOYA,13005,78.47463,28.81925
Uttar Pradesh,Jyotiba Phule Nagar *,40,NAUGAWANSADAT,26396,78.41512,28.97888
Uttar Pradesh,Jyotiba Phule Nagar *,42,UJHARI,18245,78.36907,28.65768
