ST_NAME,DIST_NAME,AC_NO,CITYNAME,POPULATION,LON_CITY,LAT_CITY
Telangana,Adilabad,7,Adilabad,105556,78.5333333,19.6666667
Telangana,Adilabad,5,Asifabad,18846,79.2833333,19.3666667
Telangana,Adilabad,3,Bellampalle,66671,79.51,19.03
Telangana,Adilabad,10,Bhainsa,39703,77.9666667,19.1
Telangana,Adilabad,1,Kaghaznagar,59344,79.47258,19.35764
Telangana,Adilabad,4,Kyathampalle,41383,79.47,18.87
Telangana,Adilabad,4,Lakshettipet,11497,79.2166667,18.8666667
Telangana,Adilabad,4,Mancherial,68237,79.42991,18.85357
Telangana,Adilabad,2,Mandamarri,66172,79.45,18.93
Telangana,Karimnagar,23,Naspur,14376,79.45,18.8333333
Telangana,Adilabad,9,Nirmal,72204,78.34,19.09
Telangana,Adilabad,1,Sirpur,10791,79.66,19.46
Andhra Pradesh,Anantapur,272,Anantapur,215849,77.6,14.6833333
Andhra Pradesh,Anantapur,279,Dharmavaram,100649,77.7166667,14.4333333
Andhra Pradesh,Anantapur,269,Gooty,42794,77.6333333,15.1166667
Andhra Pradesh,Anantapur,269,Guntakal,114459,77.3833333,15.1666667
Andhra Pradesh,Anantapur,276,Hindupur,122848,77.4933333,13.8288889
Andhra Pradesh,Anantapur,280,Kadiri,74862,78.1666667,14.1166667
Andhra Pradesh,Anantapur,273,Kalyandurg,28587,77.11,14.54
Andhra Pradesh,Anantapur,277,Penukonda,21570,77.5833333,14.0833333
Andhra Pradesh,Anantapur,267,Rayadurg,52624,76.85,14.68
Andhra Pradesh,Anantapur,270,Tadpatri,84941,78.0166667,14.9166667
Andhra Pradesh,Anantapur,268,Uravakonda,31419,77.2666667,14.95
Andhra Pradesh,Chittoor,291,Chittoor,150893,79.1166667,13.2
Andhra Pradesh,Chittoor,294,Kuppam,18517,78.36,12.76
Andhra Pradesh,Chittoor,283,Madanapalle,95230,78.5,13.55
Andhra Pradesh,Chittoor,289,Nagari,23950,79.6,13.34
Andhra Pradesh,Chittoor,288,Narayanavanam,10690,79.5833333,13.4166667
Andhra Pradesh,Chittoor,285,Pakala,26332,79.1166667,13.4666667
Andhra Pradesh,Chittoor,293,Palamaner,45004,78.75,13.21
Andhra Pradesh,Chittoor,284,PUNGANUR,43145,78.58,13.37
Andhra Pradesh,Chittoor,289,PUTTUR,28889,79.55,13.45
Andhra Pradesh,Chittoor,287,RENIGUNTA,23316,79.5166667,13.65
Andhra Pradesh,Chittoor,287,SRIKALAHASTI,69886,79.72,13.75
Tamil Nadu,Thoothukkudi,215,TIRUCHANUR,12172,78,8.49
Andhra Pradesh,Chittoor,286,TIRUMALAI,17716,79.35712,13.66413
Andhra Pradesh,Chittoor,286,TIRUPATI,221948,79.4166667,13.65
Andhra Pradesh,Cuddapah,243,BUDVEL,17326,79.07,14.76
Andhra Pradesh,Cuddapah,245,CHINNACHOWK,62446,78.8511111,14.4691666
Andhra Pradesh,Cuddapah,245,CUDDAPAH,122572,78.8166667,14.4666667
Andhra Pradesh,Cuddapah,250,JAMMALAMADUGU,39486,78.4,14.8333333
Andhra Pradesh,Cuddapah,249,KAMALAPURAM,15660,78.66603,14.59577
Andhra Pradesh,Cuddapah,251,PRODDATUR,161531,78.55,14.7333333
Andhra Pradesh,Cuddapah,248,PULIVENDLA,35866,78.2333333,14.4166667
Andhra Pradesh,Cuddapah,244,RAJAMPET,33161,79.1666667,14.1833333
Andhra Pradesh,Cuddapah,247,RAYACHOTI,69856,78.75,14.05
Andhra Pradesh,Cuddapah,250,YERRAGUNTLA,26065,78.5333333,14.6333333
Andhra Pradesh,East Godavari,163,AMALAPURAM,50380,82.0166667,16.5833333
Andhra Pradesh,East Godavari,163,BANDARULANKA,11631,81.972328,16.440001
Andhra Pradesh,Anantapur,273,DOWLESWARAM,36288,77,14.42
Andhra Pradesh,East Godavari,157,KAKINADA,282650,82.2166667,16.9333333
Andhra Pradesh,East Godavari,163,MACHAVARAM,20452,81.97,16.55
Andhra Pradesh,East Godavari,167,MANDAPETA,46626,81.9333333,16.8666667
Andhra Pradesh,East Godavari,158,PEDDAPURAM,44931,82.1333333,17.0833333
Andhra Pradesh,East Godavari,156,PITAPURAM,49639,82.25135,17.12169
Andhra Pradesh,East Godavari,169,RAJAHMUNDRY,305490,81.791641,16.983334
Andhra Pradesh,East Godavari,167,RAMACHANDRAPURAM,40806,82.02209,16.83586
Andhra Pradesh,East Godavari,172,RAMPACHODAVARAM,9437,81.76,17.36
Andhra Pradesh,East Godavari,164,RAZOLE,15155,81.8333333,16.4833333
Andhra Pradesh,East Godavari,158,SAMALKOT,52918,82.16982,17.05694
Andhra Pradesh,East Godavari,154,TUNI,49546,82.55,17.35
Andhra Pradesh,Guntur,211,BAPATLA,67524,80.4666667,15.9
Andhra Pradesh,Guntur,208,BHATTIPROLU,19206,80.7833333,16.1
Andhra Pradesh,Guntur,215,CHILAKALURIPET,88750,80.17,16.09
Andhra Pradesh,Guntur,214,Guntur,510165,80.45,16.3
Andhra Pradesh,Guntur,220,MACHERLA,48574,79.4333333,16.4833333
Andhra Pradesh,Guntur,206,MANGALAGIRI,57952,80.55,16.4333333
Andhra Pradesh,Guntur,216,NARASARAOPET,94354,80.0666667,16.25
Andhra Pradesh,Guntur,205,PHIRANGIPURAM,18496,80.2666667,16.3
Andhra Pradesh,Guntur,207,PONNUR,56286,80.55,16.07
Andhra Pradesh,Guntur,209,REPALLE,40859,80.85,16.0166667
Andhra Pradesh,Guntur,217,SATTENAPALLE,50726,80.1833333,16.4
Andhra Pradesh,Guntur,207,TENALI,149216,80.5833333,16.25
Andhra Pradesh,Guntur,218,VINUKONDA,50433,79.75,16.05
Telangana,Rangareddi,55,OSMANIAUNIVERSITY,10926,78,17.41
Telangana,Hyderabad,71,SECUNDERABAD,199062,78.5,17.45
Telangana,Hyderabad,63,Hyderabad M Corp.,3408670,78.4666667,17.3833333
Telangana,Karimnagar,21,JAGTIAL,86967,78.9333333,18.8
Telangana,Karimnagar,26,KARIMNAGAR,197477,79.15,18.4333333
Telangana,Karimnagar,20,KORATLA,52432,78.7166667,18.8166667
Telangana,Karimnagar,26,KOTHAPALLIHAVELI,12267,79.11,18.48
Telangana,Karimnagar,24,MANTHANI,18541,79.6666667,18.65
Telangana,Karimnagar,20,METAPALLI,40166,78.63,18.86
Telangana,Karimnagar,25,PEDDAPALLI,35831,79.38,18.56
Telangana,Karimnagar,24,RAMAGUNDAM,233333,79.43,18.69
Telangana,Karimnagar,29,SIRSILLA,63336,78.82,18.38
Telangana,Karimnagar,28,VEMULAWADA,24455,78.88,18.46
Telangana,Khammam,110,BHADRACHALAM,42071,80.8833333,17.6666667
Telangana,Khammam,113,KHAMMAM,154059,80.15,17.25
Telangana,Khammam,117,KOTHAGUDEM,77727,80.6333333,17.55
Telangana,Khammam,114,MADHIRA,19408,80.36,16.92
Telangana,Khammam,110,MANUGUR,32283,80.86,17.95
Telangana,Khammam,117,PALWANCHA,66831,80.68,17.59
Telangana,Khammam,116,SATHUPALLE,25400,80.84,17.21
Telangana,Khammam,111,YELLANDU,42027,80.3333333,17.6
Andhra Pradesh,Krishna,195,AVANIGADDA,27486,80.9166667,16.0166667
Andhra Pradesh,Krishna,195,CHALLAPALLE,17969,80.9333333,16.1166667
Andhra Pradesh,Krishna,190,GANNAVARAM,20710,80.79,16.54
Andhra Pradesh,Krishna,191,GUDIVADA,111138,80.99506,16.43652
Andhra Pradesh,Krishna,203,JAGGAYYAPET,39431,80.11,16.88
Andhra Pradesh,Krishna,192,KAIKALUR,22154,81.2,16.5666667
Andhra Pradesh,Krishna,197,KANKIPADU,15203,80.7833333,16.45
Andhra Pradesh,West Godavari,174,KANURU,29926,81.7247222,16.8369444
Andhra Pradesh,Krishna,201,KONDAPALLE,27524,80.5333333,16.6166667
Andhra Pradesh,Krishna,194,MACHILIPATNAM,180786,81.1333333,16.1666667
Andhra Pradesh,Krishna,202,NANDIGAMA,38218,80.3,16.7833333
Andhra Pradesh,Krishna,189,NUZVID,49514,80.85,16.79
Andhra Pradesh,Krishna,193,PEDANA,29324,81.1666667,16.2666667
Telangana,Khammam,110,Tiruvuru,31443,80.6333333,18.1
Andhra Pradesh,Krishna,198,VIJAYAWADA,804739,80.6166667,16.5166667
Andhra Pradesh,Krishna,197,VUYYUR,39216,80.85,16.36
Andhra Pradesh,Kurnool,265,ADONI,153867,77.2833333,15.6333333
Andhra Pradesh,Kurnool,254,ATMAKUR,37490,78.59,15.89
Andhra Pradesh,Kurnool,259,BANGANAPALLE,27021,78.2333333,15.3166667
Andhra Pradesh,Kurnool,260,BETHAMCHERIA,29864,78.16,15.46
Andhra Pradesh,Kurnool,259,BUGGANIPALLE,11586,78.2,15.5
Andhra Pradesh,Kurnool,260,DHONE,42348,77.8833333,15.4166667
Andhra Pradesh,Kurnool,262,KALLUR,51554,77.77,15.69
Andhra Pradesh,Kurnool,256,KURNOOL,261025,78.05,15.8333333
Andhra Pradesh,Kurnool,255,NANDIKOTKUR,40802,78.2666667,15.8666667
Andhra Pradesh,Kurnool,258,NANDYAL,148224,78.4833333,15.4833333
Andhra Pradesh,Chittoor,292,RAMAPURAM,5574,79,13.12
Andhra Pradesh,Kurnool,254,SRISAILAMPROJECT(RFC)TOWNSHIP,23008,78.87,16.03
Andhra Pradesh,Kurnool,263,YEMMIGANUR,75210,77.48,15.78
Telangana,Mahbubnagar,80,ALAMPUR,15001,78.14,15.89
Telangana,Mahbubnagar,75,BADEPALLE,29327,78.14,16.77
Telangana,Mahbubnagar,84,FAROOQNAGAR,33259,78.26,17.06
Telangana,Mahbubnagar,79,GADWAL,50243,77.8,16.2333333
Telangana,Mahbubnagar,85,KOLLAPUR,20232,78.33,16.11
Andhra Pradesh,Kurnool,264,KOSIGI,16490,77.2666667,15.85
Telangana,Mahbubnagar,74,MAHBUBNAGAR,129374,77.9833333,16.7333333
Telangana,Mahbubnagar,81,NAGARKURNOOL,25347,78.32,16.48
Telangana,Mahbubnagar,73,NARAYANPET,37107,77.5,16.7333333
Telangana,Mahbubnagar,78,WANAPARTHI,48985,78.06,16.37
Telangana,Medak,36,ANDOLE(JOGIPET),26296,78.08,17.81
Telangana,Rangareddi,45,BOLLARAM,12971,78.356389,17.521667
Telangana,Medak,34,MEDAK,41257,78.2666667,18.0333333
Telangana,Medak,40,PATANCHERU,39320,78.2666667,17.5333333
Telangana,Medak,40,RAMACHANDRAPURAM,51267,78.28,17.48
Telangana,Medak,39,SADASIVPET,34990,77.95,17.6166667
Telangana,Medak,39,SANGAREDDY,55269,78.09,17.62
Telangana,Medak,33,SIDDIPET,60848,78.85,18.1
Telangana,Medak,38,ZAHIRABAD,44080,77.6166667,17.6833333
Telangana,Nalgonda,94,BHONGIR,46733,78.8833333,17.5166667
Maharashtra,Akola,29,CHANDUR,10492,77,20.82
Telangana,Nalgonda,86,DEVARAKONDA,26455,78.92,16.69
Telangana,Nalgonda,90,KODAD,42887,79.97,17
Telangana,Nalgonda,88,MIRYALGUDA,87984,79.5833333,16.8666667
Telangana,Nalgonda,92,NALGONDA,107759,79.2666667,17.05
Telangana,Nalgonda,91,SURYAPET,90653,79.6166667,17.15
Telangana,Nalgonda,87,VIJAYAPURI(NORTH),18848,79.32637,16.589376
Telangana,Nalgonda,97,YADAGIRIGUTTA,12934,78.9552777,17.5686111
Andhra Pradesh,Nellore,239,GUDUR,67839,79.86,14.15
Andhra Pradesh,Nellore,233,KAVALI,77007,79.9833333,14.9166667
Andhra Pradesh,Nellore,235,KOVUR,34440,79.9833333,14.4833333
Andhra Pradesh,Nellore,233,KOVURPALLE,8652,80,14.75
Andhra Pradesh,Nellore,240,NAIDUPET,31802,79.9,13.92
Andhra Pradesh,Nellore,237,NELLORE,372196,79.98,14.46
Andhra Pradesh,Nellore,240,SULLURPET,40615,80.02,13.71
Andhra Pradesh,Nellore,241,VENKATAGIRI,30950,79.59,13.97
Telangana,Nizamabad,11,ARMUR,43544,78.28,18.79
Telangana,Nizamabad,14,BANSWADA,24183,77.8833333,18.3833333
Telangana,Nizamabad,12,BODHAN,70627,77.89,18.66
Telangana,Nizamabad,16,KAMAREDDY,62465,78.36,18.31
Telangana,Nizamabad,17,NIZAMABAD,281995,78.1,18.66
Andhra Pradesh,Prakasam,224,ADDANKI,30459,79.9833333,15.8166667
Andhra Pradesh,Prakasam,225,CHIRALA,83312,80.35,15.8166667
Andhra Pradesh,Prakasam,231,CUMBAM,16231,79.12,15.59
Andhra Pradesh,Prakasam,231,GIDDALUR,30027,78.9166667,15.35
Andhra Pradesh,Prakasam,228,KANDUKUR,49131,79.91,15.23
Andhra Pradesh,Prakasam,232,KANIGIRI,26723,79.5166667,15.4
Andhra Pradesh,Prakasam,230,MARKAPUR,57015,79.2833333,15.7333333
Andhra Pradesh,Prakasam,227,ONGOLE,145838,80.05,15.5
Andhra Pradesh,Prakasam,229,SINGARAYAKONDA,16375,80.02549,15.27025
Andhra Pradesh,Prakasam,225,VETAPALEM,36108,80.3166667,15.7833333
Telangana,Rangareddi,44,ALWAL,103755,78.54,17.5
Telangana,Hyderabad,58,GADDIANNARAM,52277,78.52,17.36
Telangana,Rangareddi,43,GHATKESAR,16678,78.68,17.44
Telangana,Hyderabad,60,KAPRA,155184,78.48,17.37
Telangana,Rangareddi,46,KUKATPALLE,283304,78.41,17.49
Telangana,Rangareddi,55,L.B.NAGAR,255418,78,17.43
Telangana,Rangareddi,43,MALKAJGIRI,170612,78.59,17.55
Telangana,Medak,41,NARSINGI,6026,78.4333333,18.0333333
Telangana,Hyderabad,61,QUTHBULLAPUR,220154,78.47,17.43
Telangana,Rangareddi,51,RAJENDRANAGAR,139593,78.39,17.29
Telangana,Rangareddi,52,SERILINGAMPALLE,146750,78.33,17.48
Telangana,Rangareddi,56,TANDUR,56561,77.57,17.23
Telangana,Rangareddi,47,UPPALKALAN,115293,78.55,17.38
Telangana,Rangareddi,55,VICARABAD,41943,77.9,17.3333333
Andhra Pradesh,Srikakulam,125,AMADALAVALASA,37491,83.91,18.41
Andhra Pradesh,Srikakulam,120,ICHCHAPURAM,32337,84.7,19.1166667
Andhra Pradesh,Srikakulam,121,MANDASA,10776,84.4666667,18.8666667
Andhra Pradesh,Srikakulam,127,NARASASNNAPET,25498,84.05,18.39
Andhra Pradesh,Srikakulam,121,Palakonda,19735,84.41,18.75
Andhra Pradesh,Srikakulam,123,Palakurthi,48733,84,18.77
Andhra Pradesh,Srikakulam,129,Palosa,31346,83.75,18.6
Andhra Pradesh,Srikakulam,121,Parasamba,22135,84.4,18.74
Andhra Pradesh,Srikakulam,128,Rajam,22151,83.66,18.45
Andhra Pradesh,Srikakulam,120,SOMPETA,17222,84.6,18.9333333
Andhra Pradesh,Srikakulam,124,SRIKAKULAM,107385,83.9,18.28
Andhra Pradesh,Srikakulam,122,TEKKALI,26335,84.2333333,18.6166667
Andhra Pradesh,Visakhapatnam,149,ANAKAPALLE,84506,83.0166667,17.6833333
Andhra Pradesh,Visakhapatnam,139,BHEEMUNIPATNAM,43941,83.4333333,17.8833333
Andhra Pradesh,Visakhapatnam,145,CHODAVARAM,30942,82.94,17.82
Andhra Pradesh,Visakhapatnam,143,GAJUWAKA,252451,83.2088888,17.6866666
Andhra Pradesh,Visakhapatnam,148,MADUGULA,15204,82.8,17.9166667
Andhra Pradesh,Visakhapatnam,153,NARSIPATNAM,32127,82.6166667,17.6666667
Andhra Pradesh,Visakhapatnam,152,PAYAKRAOPET,26904,82.61,17.4
Andhra Pradesh,Visakhapatnam,139,PENDURTHI,12392,83.24,17.83
Andhra Pradesh,Chittoor,289,VEPAGUNTA,26207,79.5697222,13.38
Andhra Pradesh,Visakhapatnam,140,VISAKHAPATNAM,945296,83.3,17.7
Andhra Pradesh,Visakhapatnam,151,YELAMANCHALE,29532,82.86,17.54
Andhra Pradesh,Vizianagaram,133,BOBBILI,49404,83.3666667,18.5666667
Andhra Pradesh,Vizianagaram,134,CHHEPURAPALLE,24079,83.58,18.3
Andhra Pradesh,Vizianagaram,137,GAJULAREGA,12750,83.3994444,18.1280555
Andhra Pradesh,Vizianagaram,135,KONDAPALEM,24363,83.35,18.38
Andhra Pradesh,Vizianagaram,138,KOTHAVALASA,11989,83.2,17.9
Andhra Pradesh,Vizianagaram,136,NELLIMARIA,18866,83.4556,18.14778
Andhra Pradesh,Vizianagaram,131,PARVATHIPURAM,49034,83.42,18.78
Andhra Pradesh,Vizianagaram,132,SALUR,47845,83.2166667,18.5333333
Telangana,Mahbubnagar,76,SRIRAMNAGAR,19059,77.88,16.3
Andhra Pradesh,Vizianagaram,137,VIZIANAGARAM,169953,83.4166667,18.1166667
Telangana,Warangal,101,DORNAKAL,19830,80.1666667,17.45
Telangana,Warangal,99,JANGAON,42567,79.1833333,17.7166667
Telangana,Warangal,102,MAHABUBABAD,36610,80.01,17.61
Telangana,Warangal,105,WARANGAL,515317,79.5833333,18
Andhra Pradesh,West Godavari,179,AKIVEEDU,37265,81.37,16.58
Andhra Pradesh,West Godavari,178,BHEEMAVARAM,135634,81.53,16.53
Andhra Pradesh,West Godavari,184,ELURU,191963,81.1,16.7
Andhra Pradesh,West Godavari,173,KOVVUR,38867,81.726952,17.016666
Telangana,Adilabad,9,NARSAPUR,58289,78.1666667,19.1
Andhra Pradesh,West Godavari,174,NIDADAVOLE,42995,81.6666667,16.9166667
Andhra Pradesh,West Godavari,175,PALACOLE,57150,81.7333333,16.5333333
Andhra Pradesh,West Godavari,175,PENUGONDA,28711,81.76,16.66
Andhra Pradesh,West Godavari,181,TADEPALLIGUDEM,100873,81.5,16.8333333
Andhra Pradesh,West Godavari,180,TANUKU,66381,81.7,16.75
Arunachal Pradesh,East Siang,38,PASIGHAT,21097,95.3333333,28.0666667
Arunachal Pradesh,Lohit,44,TEZU,15039,96.1666667,27.9166667
Arunachal Pradesh,Papum Pare *,13,ITANAGAR,32448,93.67925,27.10966
Arunachal Pradesh,Lower Subansiri,16,ZIRO,11980,93.8333333,27.6333333
Arunachal Pradesh,Tirap,55,KHONSA,8997,95.5666667,27.0166667
Arunachal Pradesh,West Kameng,5,BOMDILA,6574,92.4,27.25
Arunachal Pradesh,West Siang,31,ALONG,16434,94.7666667,28.1666667
Assam,Barpeta,43,Howli,15557,90.9666667,26.4333333
Assam,Barpeta,40,Sarbhog,7515,90.8666667,26.5
Assam,Nalbari,60,Sarthebari,7561,91.36,26.36
Assam,Bongaigaon,35,Abhayapuri,14303,90.6666667,26.3333333
Assam,Bongaigaon,34,Bijni,12290,90.66667,26.5166667
Assam,Cachar,9,Silchar,139441,92.8,24.8166667
Assam,Darrang,68,Kharupatia,17338,92.1333333,26.5166667
Assam,Darrang,67,Mangaldoi,23255,92.0333333,26.4333333
Assam,Darrang,64,Tangla,17156,91.92,26.65
Assam,Darrang,70,Udalguri,14585,92.19,26.76
Assam,Dhemaji,113,Dhemaji,11553,94.5833333,27.4833333
Arunachal Pradesh,Papum Pare *,14,Silapathar,21747,94,27.49
Assam,Dhubri,27,Bilasipara,30310,90.2333333,26.2333333
Assam,Bongaigaon,35,Chapar,18093,90.4666667,26.2666667
Assam,Dhubri,23,Dhubri,62361,89.9666667,26.0333333
Assam,Dhubri,24,Gauripur,22888,89.9666667,26.0833333
Assam,Dhubri,26,Sapatgram,11743,90.1333333,26.33333
Assam,Dibrugarh,116,Dibrugarh,119450,94.9,27.4833333
Assam,Dibrugarh,120,Naharkatiya,15138,95.3333333,27.2833333
Assam,Sibsagar,106,Namrup,18446,95.3333333,27.1833333
Assam,Goalpara,37,Goalpara,47684,90.6166667,26.1666667
Assam,Goalpara,38,Lakhipur,12230,90.3,26.0333333
Assam,Golaghat,96,Dergaon,13028,93.9666667,26.7
Assam,Golaghat,95,Golaghat,32193,93.9666667,26.5166667
Assam,Hailakandi_Cachar,8,Hailakandi,28890,92.5666667,24.6833333
Assam,Hailakandi,6,Lala,10085,92.6,24.55
Assam,Jorhat,98,Jorhat,64783,94.2166667,26.75
Assam,Jorhat,101,Mariani,22486,94.3333333,26.6666667
Assam,Jorhat,100,Titabortown,7263,94.2,26.6
Assam,Kamrup,53,Guwahati,787761,91.766667,26.166667
Assam,Kamrup,57,Rangia,24268,91.633333,26.4666667
Assam,Kamrup,53,Sualkuchi,14146,91.72256,26.18876
Assam,Karbi Anglong,17,Bokajan,14563,93.7833333,26.0166667
Assam,Karbi Anglong,19,Diphu,50756,93.4333333,25.8333333
Assam,Kokrajhar_Bongaigaon,31,Basugaon,12129,90.4,26.4666667
Assam,Kokrajhar,28,Gossaigaon,12934,89.9666667,26.45
Assam,Kokrajhar,30,Kokrajhar,30370,90.2666667,26.4
Assam,Lakhimpur,110,North Lakhimpur,52901,94.1166667,27.2333333
Assam,Nagaon,83,Dhing,17393,92.4666667,26.4666667
Assam,Nagaon,91,Hojai,34826,92.8666667,26
Assam,Nagaon,86,Nagaon,104776,92.683333,26.35
Assam,Darrang,64,Nalbari,22595,91.85,26.6833333
Assam,North Cachar Hills,16,Haflong,35005,93.0333333,25.1833333
Assam,Sibsagar,104,Nazira,12153,94.7333333,26.9166667
Assam,Sibsagar,108,Sibsagar,52460,94.6333333,26.9833333
Assam,Sibsagar,106,Sonari,16846,95.1,27.07
Assam,Sonitpur,71,Dhekiajuli,19247,92.5,26.7
Assam,Sonitpur,74,Rangapara,18350,92.65,26.8166667
Assam,Sonitpur,73,Tezpur,57916,92.8,26.6333333
Assam,Tinsukia,123,Doom Dooma,19325,95.5666667,27.5666667
Assam,Tinsukia,122,Makum,14680,95.45,27.5
Assam,Tinsukia_Dibrugarh,121,Tinsukia,84281,95.3666667,27.5
Bihar,Araria,49,Araria,58856,87.52,26.15
Bihar,Araria,48,Forbesganj,41181,87.25,26.3
Bihar,Araria,48,Jogbani,29149,87.25,26.41
Bihar,Aurangabad,223,Aurangabad,75439,84.3666667,24.75
Bihar,Aurangabad,220,Daudnagar,37149,84.4,25.03
Bihar,Aurangabad,221,Nabinagar,18563,84.1166667,24.6166667
Bihar,Aurangabad,224,Rafiganj,23295,84.65,24.82
Bihar,Pashchim Champaran,1,Bagaha,88282,84.09,26.9
Bihar,Banka *,159,Amarpur,20375,86.9,25.03
Bihar,Banka *,161,Banka,34504,86.92,24.88
Bihar,Begusarai,146,Begusarai,90924,86.12,25.42
Bihar,Begusarai,143,Teghra,41797,85.95,25.4833333
Bihar,Bhagalpur,156,Bhagalpur,334715,87,25.25
Bihar,Bhagalpur,155,Colgong,21545,87.228752,25.266634
Bihar,Bhagalpur,153,Naugachhia,37534,87.1,25.4
Bihar,Bhagalpur,157,Sultanganj,40977,86.73,25.24
Bihar,Bhojpur,197,Arrah,198295,84.4,25.34
Bihar,Bhojpur,192,Behea,20396,84.6,25.57
Bihar,Bhojpur,197,Jagdispur,27344,84.42,25.48
Bihar,Bhojpur,193,Koilwar,18631,84.7997222,25.5797222
Bihar,Bhojpur,197,Piro,24768,84.42,25.33
Bihar,Bhojpur,198,Shahpur,14093,84.45,25.5833333
Bihar,Buxar *,200,Buxar,79768,83.98,25.58
Bihar,Buxar *,201,Dumraon,44597,84.15,25.55
Bihar,Darbhanga,83,Darbhanga,261512,85.9,26.1666667
Bihar,Purba Champaran,21,Dhaka,31707,85.17,26.68
Bihar,Gaya,229,Bodh Gaya,29826,84.98,24.71
Bihar,Gaya,230,Gaya,372886,85,24.7833333
Bihar,Gaya,226,Sherghati,31645,84.78,24.57
Bihar,Gaya,231,Tekari,17173,84.8333333,24.9333333
Bihar,Gopalganj,100,Barauli,33911,84.6,26.4
Bihar,Gopalganj,101,Gopalganj,52126,84.43,26.47
Bihar,Gopalganj,101,Mirganj,23177,84.4333333,26.4666667
Bihar,Jamui *,241,Jamui,64009,86.22,24.92
Bihar,Jamui *,242,Jha Jha,35820,86.37,24.77
Bihar,Jehanabad,216,Jahanabad,78135,84.98,25.22
Bihar,Jehanabad,216,Makhdumpur,29271,84.9794444,25.2308333
Bihar,Kaimur (Bhabua) *,205,Bhabua,39753,83.62,25.05
Bihar,Katihar,63,Katihar,170742,87.57,25.55
Bihar,Katihar,67,Manihari,21301,87.63,25.35
Bihar,Khagaria,151,Gogri Jamalpur,30379,86.67,25.42
Bihar,Khagaria,149,Khagaria,43869,86.48,25.5
Bihar,Kishanganj,52,Bahadurganj,27393,87.82,26.27
Bihar,Kishanganj,55,Kishanganj,83136,87.95,26.11
Bihar,Kishanganj,53,Thakurganj,15108,88.1333333,26.45
Bihar,Lakhisarai *,168,Barhiya,38853,86.03,25.28
Bihar,Lakhisarai *,168,Lakhisarai,74926,86.09,25.18
Bihar,Madhepura,73,Madhipura,43599,86.78,25.92
Bihar,Madhepura,71,MurlIganj,22647,86.98,25.9
Bihar,Madhubani,39,Ghoghardiha,14158,86.4666667,26.2833333
Bihar,Madhubani,33,Jaynagar,19234,86.15,26.58
Bihar,Madhubani,38,Jhanjharpur,18789,86.28,26.27
Bihar,Madhubani,35,Madhubani,64917,86.06,26.37
Bihar,Munger,166,Jamalpur,95583,86.48,25.32
Bihar,Munger,164,Kharagpur,26735,86.55,25.12
Bihar,Munger,165,Munger,183198,86.47,25.39
Bihar,Muzaffarpur,95,Kanti,20349,85.3,26.22
Bihar,Muzaffarpur,96,Motipur,21450,85.1297222,26.3
Bihar,Muzaffarpur,94,Muzaffarpur,298352,85.38,26.13
Bihar,Nalanda,172,Bihar,228730,85.52,25.21
Bihar,Nalanda,175,Hilsa,36836,85.28,25.32
Bihar,Nalanda,174,Islampur,29369,85.2,25.15
Bihar,Nalanda,173,RajgIr,32534,85.42,25.03
Bihar,Nalanda,173,Silao,19748,85.4166667,25.0833333
Bihar,Nawada,236,Hisua,24271,85.42,24.83
Bihar,Nawada,237,Nawada,78786,85.54,24.88
Bihar,Jamui *,239,Warisaliganj,30346,85.6333333,25.0166667
Bihar,Pashchim Champaran,8,Bettiah,114043,84.5,26.81
Bihar,Pashchim Champaran,7,Chanpatia,21713,84.53,26.9497222
Bihar,Pashchim Champaran,3,Narkatiaganj,39694,84.46,27.11
Bihar,Pashchim Champaran,2,Ramnagar,37266,84.32,27.17
Bihar,Patna,180,Bakhtiyarpur,31714,85.52,25.47
Bihar,Patna,179,Barh,48080,85.72,25.48
Bihar,Patna,186,Dinapur,124792,85.04,25.64
Bihar,Patna,186,Dinapur Cantonment,27602,85.01,25.64
Bihar,Vaishali,128,Fatwa,37550,85.32,25.52
Bihar,Patna,186,Khagaul,47456,85.05,25.58
Bihar,Patna,180,Khusrupur,11879,85.3833333,25.4666667
Bihar,Patna,187,Maner,26627,84.88,25.65
Bihar,Patna,189,Masaurhi,45280,85.03,25.35
Bihar,Patna,178,Mokama,56702,85.92,25.4
Bihar,Patna,183,Patna,1322168,85.1166667,25.6
Bihar,Patna,183,Phulwari,51047,85.13,25.6
Bihar,Purba Champaran,13,Areraj,19737,84.8333,26.5833
Bihar,Purba Champaran,17,Chakia,16201,85.05,26.4166667
Bihar,Purba Champaran,19,MotIhari,98785,84.91,26.66
Bihar,Purba Champaran,10,Raxaul,39682,84.85,26.98
Bihar,Purba Champaran,11,Sugauli,30530,84.7333333,26.7833333
Bihar,Purnia,59,Banmankhi,24768,87.18,25.88
Bihar,Purnia,58,Kasba,25126,87.55,25.85
Bihar,Purnia,62,Purnia,164507,87.47,25.78
Bihar,Rohtas,213,Bikramganj,37323,84.25,25.2
Bihar,Rohtas,212,Dehri,116189,84.18,24.91
Bihar,Rohtas,210,Koath,15412,84.2666667,25.3166667
Bihar,Rohtas,211,Nokha,21625,84.1167,25.1
Bihar,Rohtas,208,Sasaram,127265,84.01,24.96
Bihar,Saharsa,75,Saharsa,118697,86.59,25.88
Bihar,Samastipur,134,Dalsingh Sarai,19819,85.83,25.67
