state,dist_name,region_type,prop_schedback,total_income,stgov_alliance,alliancematch2,perc_marg,new_plants_within_300k,hh_count,hh_count2019,hh_min,hh14plus19,mean_expec_hrs,median_power_hrs,median_power_hrs2019,improvemed1419,med14is24,one
Karnataka,Raichur,Urban,38.94,40,INC-UPA,0,7.93,1,321,294,294,615,14.1289870544037,4,24,20,0,1
Karnataka,Ramanagara,Rural,91.53,94.5,INC-UPA,0,8.44,0,59,51,51,110,21.01488559257706,22,24,2,0,1
Karnataka,Shimoga,Rural,85.70999999999999,36,INC-UPA,0,16.33,0,91,93,91,184,21.33810574642646,24,24,0,1,1
Karnataka,Tumkur,Rural,78.03999999999999,33.8,INC-UPA,0,6.93,0,255,222,222,477,22.21746267816117,18,22,4,0,1
Karnataka,Tumkur,Urban,42.67,52,INC-UPA,0,1.84,0,300,309,300,609,20.54624831226291,22,22,0,0,1
Karnataka,Udupi,Urban,65.2,60,INC-UPA,1,28.55,0,250,289,250,539,21.50416051294059,22,24,2,0,1
Karnataka,Uttara Kannada,Rural,87.35000000000001,30.8,INC-UPA,0,12.61,0,253,223,223,476,15.55691790884036,22,24,2,0,1
Karnataka,Uttara Kannada,Urban,79.13,42.5,INC-UPA,0,3.84,0,321,285,285,606,21.6851107933978,5,24,19,0,1
Karnataka,Yadgir,Rural,55.95,32.2,INC-UPA,1,3.67,1,84,78,78,162,19.52197817266136,4,24,20,0,1
Kerala,Alappuzha,Rural,36.67,56.4,INC-UPA,0,4.100000000000001,1,90,66,66,156,4.5714,24,24,0,1,1
Kerala,Alappuzha,Urban,38.29,60,INC-UPA,0,11.39,1,269,292,269,561,22.9775697900536,24,24,0,1,1
Kerala,Ernakulam,Rural,50.68,117,INC-UPA,0,5.11,1,73,57,57,130,21.03716693822422,24,24,0,1,1
Kerala,Ernakulam,Urban,22.74,37,INC-UPA,1,12.05,1,409,542,409,951,13.55406608395505,24,24,0,1,1
Kerala,Idukki,Rural,91.67,87.8,INC-UPA,0,10.13,1,60,48,48,108,22.91877272617449,24,24,0,1,1
Kerala,Kannur,Rural,76.81,57.4,INC-UPA,0,22.95,0,69,79,69,148,22.86228247258154,24,24,0,1,1
Kerala,Kasaragod,Rural,57.14,63.2,INC-UPA,0,6.45,0,98,109,98,207,21.12624369950833,24,24,0,1,1
Kerala,Kasaragod,Urban,59.56,67,INC-UPA,0,8.51,0,272,294,272,566,23.83226385496893,24,24,0,1,1
Kerala,Kollam,Rural,69.23,72,INC-UPA,0,14.98,1,26,27,26,53,22.48435923825173,24,24,0,1,1
Kerala,Kollam,Urban,39.51,68.59999999999999,INC-UPA,0,9.1,1,286,306,286,592,24,24,24,0,1,1
Kerala,Kottayam,Rural,63.95,88.5,INC-UPA,1,9.75,1,86,136,86,222,22.48190193073236,24,24,0,1,1
Kerala,Kottayam,Urban,63,58.5,INC-UPA,1,2.36,1,227,291,227,518,24,24,24,0,1,1
Kerala,Kozhikode,Rural,0,121.3,INC-UPA,0,5.88,0,36,32,32,68,18.29649032651527,24,24,0,1,1
Kerala,Kozhikode,Urban,62.63,72.09999999999999,INC-UPA,0,2.61,0,198,290,198,488,22.19082138915439,24,24,0,1,1
Kerala,Malappuram,Rural,46.88,69.2,INC-UPA,1,19.46,0,96,47,47,143,23.79405119167741,24,24,0,1,1
Kerala,Malappuram,Urban,62.71,64,INC-UPA,1,18.65,0,295,229,229,524,20.8959346964823,24,24,0,1,1
Kerala,Palakkad,Rural,61.68,41.6,INC-UPA,0,10.32,1,214,185,185,399,21.94312053038686,24,24,0,1,1
Kerala,Palakkad,Urban,47.59999999999999,61.05,INC-UPA,1,4.6,1,271,249,249,520,19.95330737932016,24,24,0,1,1
Kerala,Pathanamthitta,Rural,57.66,48,INC-UPA,0,5.140000000000001,1,137,111,111,248,21.98579677768642,24,24,0,1,1
Kerala,Thiruvananthapuram,Urban,31.76,64,INC-UPA,1,5.76,1,381,361,361,742,22.47896003068883,24,24,0,1,1
Kerala,Thrissur,Rural,45.1,56.4,INC-UPA,0,4.74,1,102,105,102,207,24,24,24,0,1,1
Kerala,Wayanad,Rural,36.07,39.1,INC-UPA,1,10.27,0,61,78,61,139,24,24,24,0,1,1
Madhya Pradesh,Alirajpur,Rural,100,21.4,BJP-NDA,1,11.69,0,50,16,16,66,23.92844158731873,24,24,0,1,1
Madhya Pradesh,Anuppur,Urban,62.86000000000001,52.5,BJP-NDA,1,10.28,1,350,209,209,559,16.49143025883081,24,24,0,1,1
Madhya Pradesh,Balaghat,Rural,95.83,18.6,BJP-NDA,0,16.88,1,24,107,24,131,20.77777417472745,24,24,0,1,1
Madhya Pradesh,Barwani,Rural,100,14.55,BJP-NDA,0,6.7,0,40,127,40,167,22.83229728014047,24,24,0,1,1
Madhya Pradesh,Betul,Rural,100,17.8,BJP-NDA,1,15.11,1,68,71,68,139,19.41640053776797,24,21,-3,1,1
Madhya Pradesh,Bhopal,Rural,93.33,43.4,BJP-NDA,1,21.52,1,30,16,16,46,22.62903512180153,24,24,0,1,1
Madhya Pradesh,Bhopal,Urban,47.17,57,BJP-NDA,1,14.82,1,477,336,336,813,22.07653490425308,24,24,0,1,1
Madhya Pradesh,Burhanpur,Urban,37.02,33,BJP-NDA,1,11.79,0,289,273,273,562,22.15316371685304,24,24,0,1,1
Madhya Pradesh,Chhindwara,Rural,97.3,32,BJP-NDA,0,5.220000000000001,1,111,85,85,196,23.33038192915812,24,24,0,1,1
Madhya Pradesh,Chhindwara,Urban,63.72,52,BJP-NDA,1,13.92,1,226,252,226,478,24,24,24,0,1,1
Madhya Pradesh,Damoh,Rural,60.98,37.3,BJP-NDA,1,5.2,1,41,78,41,119,24,22,24,2,0,1
Madhya Pradesh,Dewas,Rural,55.26,22,BJP-NDA,1,14.91,0,152,141,141,293,22.91504579434446,24,21,-3,1,1
Madhya Pradesh,Dewas,Urban,52.94,40,BJP-NDA,1,18.35,0,255,193,193,448,22.6140413409332,24,21,-3,1,1
Madhya Pradesh,Dhar,Rural,85.11,46.7,BJP-NDA,1,6.7,0,94,58,58,152,23.64561630432978,24,22,-2,1,1
Madhya Pradesh,Guna,Rural,50,25.2,BJP-NDA,0,24.54,1,22,90,22,112,23.31918188351577,24,24,0,1,1
Madhya Pradesh,Gwalior,Rural,46.15000000000001,16.8,BJP-NDA,0,9.65,1,26,78,26,104,21.8349637942819,24,24,0,1,1
Madhya Pradesh,Gwalior,Urban,40,60,BJP-NDA,1,10.08,1,335,190,190,525,22.66344175708157,24,24,0,1,1
Madhya Pradesh,Harda,Urban,49.34,48,BJP-NDA,0,3.07,0,304,269,269,573,23.73197914844156,24,24,0,1,1
Madhya Pradesh,Hoshangabad,Rural,65.62,33,BJP-NDA,1,17.23,1,64,64,64,128,23.97204133789202,24,21,-3,1,1
Madhya Pradesh,Indore,Rural,34.62,43.8,BJP-NDA,1,14.69,0,78,58,58,136,23.15822320168794,22,24,2,0,1
Madhya Pradesh,Indore,Urban,47.09999999999999,56,BJP-NDA,1,11.1,0,414,354,354,768,23.45884139556174,24,24,0,1,1
Madhya Pradesh,Jabalpur,Rural,65.08,40.6,BJP-NDA,1,9.51,1,63,48,48,111,24,18,24,6,0,1
Madhya Pradesh,Jabalpur,Urban,59.06,64,BJP-NDA,1,13.69,1,320,268,268,588,22.82349603262054,24,24,0,1,1
Madhya Pradesh,Jhabua,Rural,98.77,20,BJP-NDA,0,7.02,0,81,77,77,158,22.70656698701897,24,22,-2,1,1
Madhya Pradesh,Jhabua,Urban,53.8,68,BJP-NDA,1,12.17,0,303,263,263,566,23.88977334401313,24,24,0,1,1
Madhya Pradesh,Khandwa (East Nimar),Rural,45,50.2,BJP-NDA,1,23.2,0,40,41,40,81,23.99547213028114,24,24,0,1,1
Madhya Pradesh,Khargone (West Nimar),Rural,66.67,46.5,BJP-NDA,0,3.1,0,159,127,127,286,23.23634265391683,24,24,0,1,1
Madhya Pradesh,Mandla,Rural,93.89999999999999,21,BJP-NDA,1,6.569999999999999,1,82,92,82,174,19.0188152906311,20,24,4,0,1
Madhya Pradesh,Mandsaur,Rural,57.14,68.008,BJP-NDA,1,3.93,0,28,16,16,44,21.50560539311013,20,21.5,1.5,0,1
Madhya Pradesh,Morena,Rural,60.34,113.11,BJP-NDA,1,1.71,1,58,103,58,161,23.44860539843037,24,24,0,1,1
Madhya Pradesh,Morena,Urban,53.79000000000001,41,BJP-NDA,0,9.710000000000001,1,264,271,264,535,23.29987105369293,24,24,0,1,1
Madhya Pradesh,Narsimhapur,Rural,53.40000000000001,51.9,BJP-NDA,1,18.89,1,103,79,79,182,24,24,24,0,1,1
Madhya Pradesh,Narsimhapur,Urban,72.53,40,BJP-NDA,1,31.61,1,233,200,200,433,21.7234315599406,24,24,0,1,1
Madhya Pradesh,Neemuch,Urban,72.77,35,BJP-NDA,1,14.8,0,235,306,235,541,23.35458272922018,24,24,0,1,1
Madhya Pradesh,Raisen,Rural,68.66,26.8,BJP-NDA,1,13.17,1,134,84,84,218,23.41775696114931,24,21,-3,1,1
Madhya Pradesh,Ratlam,Rural,59.43000000000001,23.6,BJP-NDA,1,5.46,0,175,148,148,323,20.94245434916586,20,22,2,0,1
Madhya Pradesh,Ratlam,Urban,53.98,48,BJP-NDA,1,25.4,0,226,261,226,487,22.43366492680537,24,24,0,1,1
Madhya Pradesh,Rewa,Rural,33.33,54,BJP-NDA,1,4.54,1,141,111,111,252,23.52533528951667,24,24,0,1,1
Madhya Pradesh,Sagar,Rural,82.80999999999999,27.3,BJP-NDA,1,14.13,1,64,111,64,175,23.38011905737955,24,24,0,1,1
Madhya Pradesh,Sagar,Urban,51.92,62,BJP-NDA,1,9.43,1,339,256,256,595,24,24,24,0,1,1
Madhya Pradesh,Satna,Rural,29.05,52.7,BJP-NDA,0,7.44,1,148,130,130,278,21.87044319723914,24,24,0,1,1
Madhya Pradesh,Satna,Urban,55.03,42,BJP-NDA,1,11.48,1,318,241,241,559,18.43526195434758,24,24,0,1,1
Madhya Pradesh,Sehore,Rural,50.74999999999999,39.5,BJP-NDA,1,2.99,1,67,117,67,184,24,24,21,-3,1,1
Madhya Pradesh,Seoni,Rural,81.25,32,BJP-NDA,0,2.7,1,16,90,16,106,24,24,24,0,1,1
Madhya Pradesh,Shajapur,Rural,69.47,76.58,BJP-NDA,1,6.17,1,95,58,58,153,23.46105969507228,24,22,-2,1,1
Madhya Pradesh,Shivpuri,Rural,52.38,72,BJP-NDA,0,5.25,1,21,122,21,143,23.42368783378119,24,24,0,1,1
Madhya Pradesh,Ujjain,Rural,54.89000000000001,30.75,BJP-NDA,1,12.31,0,184,123,123,307,23.66760691700962,24,22,-2,1,1
Madhya Pradesh,Ujjain,Urban,50.88,41,BJP-NDA,1,12.58,0,226,257,226,483,23.41457440937826,24,24,0,1,1
Madhya Pradesh,Vidisha,Rural,85.06,34,BJP-NDA,0,2.79,1,87,52,52,139,24,24,23,-1,1,1
Maharashtra,Ahmadnagar,Rural,28.31,46.8,INC-UPA,1,12.56,0,166,391,166,557,24,24,24,0,1,1
Maharashtra,Ahmadnagar,Urban,51.13,51.85,INC-UPA,0,8.74,0,577,638,577,1215,23.98540663250725,24,24,0,1,1
Maharashtra,Amravati,Rural,96.43000000000001,54,INC-UPA,1,7.380000000000001,1,84,189,84,273,23.38103267533631,24,24,0,1,1
Maharashtra,Amravati,Urban,79.65000000000001,80,INC-UPA,0,4.01,1,285,286,285,571,21.38936360387078,24,24,0,1,1
Maharashtra,Aurangabad,Rural,25.45,39.5,INC-UPA,0,5.5,0,55,171,55,226,23.68747661618072,24,24,0,1,1
Maharashtra,Aurangabad,Urban,39.94,57.1,INC-UPA,0,11.86,0,338,334,334,672,21.86011562348896,24,24,0,1,1
Maharashtra,Bhandara,Rural,100,73,INC-UPA,0,17.42,1,120,102,102,222,23.96175813777615,24,24,0,1,1
Maharashtra,Bhandara,Urban,92.45,80,INC-UPA,0,26.09,1,278,289,278,567,23.87711993196212,24,24,0,1,1
Maharashtra,Bid,Rural,32.26,35.5,INC-UPA,1,10.16,0,62,193,62,255,23.62269785796265,24,24,0,1,1
Maharashtra,Bid,Urban,53.73,62.4,INC-UPA,0,30.83,0,268,301,268,569,21.60765571330989,24,24,0,1,1
Maharashtra,Buldana,Rural,78.5,57.2,INC-UPA,0,13.98,0,107,155,107,262,23.51019442877342,24,24,0,1,1
Maharashtra,Chandrapur,Rural,99.15000000000001,51.7,INC-UPA,1,6.279999999999999,1,117,172,117,289,21.61635806586172,24,24,0,1,1
Maharashtra,Chandrapur,Urban,78.23,72,INC-UPA,0,12.19,1,317,258,258,575,21.15474791253218,24,24,0,1,1
Maharashtra,Dhule,Rural,46.67,39.6,INC-UPA,1,25.54,0,90,154,90,244,23.2463545752064,18,24,6,0,1
Maharashtra,Gondiya,Urban,63.84,80,INC-UPA,1,6.11,1,318,304,304,622,20.3455,24,24,0,1,1
Maharashtra,Jalgaon,Rural,33.58,38.2,INC-UPA,0,4.75,0,134,217,134,351,24,24,24,0,1,1
Maharashtra,Jalgaon,Urban,54.87,66,INC-UPA,0,14.32,0,534,599,534,1133,23.7190264054739,24,24,0,1,1
Maharashtra,Jalna,Rural,66.67,34.8,INC-UPA,0,9.529999999999999,0,15,90,15,105,23.67018451993756,24,24,0,1,1
Maharashtra,Kolhapur,Rural,30,32.2,INC-UPA,0,3.44,0,210,162,162,372,23.69370594104798,24,24,0,1,1
Maharashtra,Kolhapur,Urban,35.93,56,INC-UPA,0,5.88,0,487,572,487,1059,23.53418891648555,24,24,0,1,1
Maharashtra,Latur,Rural,53.09,31.7,INC-UPA,1,6.5,1,81,123,81,204,23.22262441839139,24,24,0,1,1
Maharashtra,Mumbai,Urban,32.68,111,INC-UPA,1,8.690000000000001,0,254,260,254,514,23.82365621302461,24,24,0,1,1
Maharashtra,Mumbai Suburban,Urban,27.47,109.5,INC-UPA,0,12.12,0,517,409,409,926,20.57723207248548,24,24,0,1,1
Maharashtra,Nagpur,Rural,94.42,69,INC-UPA,0,16.14,1,233,230,230,463,23.52726997813547,20,24,4,0,1
Maharashtra,Nagpur,Urban,81.5,65.90000000000001,INC-UPA,0,11.57,1,800,625,625,1425,21.52995034048758,24,24,0,1,1
Maharashtra,Nanded,Rural,55.00000000000001,54,INC-UPA,1,6.510000000000001,1,120,177,120,297,23.7225,24,24,0,1,1
Maharashtra,Nanded,Urban,54.29000000000001,60,INC-UPA,1,22.47,1,315,289,289,604,23.83067145047036,24,24,0,1,1
Maharashtra,Nashik,Rural,76.53,48,INC-UPA,1,7.02,0,213,359,213,572,20.25585901751944,18,24,6,0,1
Maharashtra,Nashik,Urban,51.42,56.4,INC-UPA,0,16.39,0,459,647,459,1106,22.84054752903399,24,24,0,1,1
Maharashtra,Osmanabad,Rural,65.38000000000001,36.8,INC-UPA,1,6.54,1,26,81,26,107,22.93438846027829,24,24,0,1,1
Maharashtra,Parbhani,Rural,18.37,49.2,INC-UPA,0,5.74,0,49,87,49,136,23.89696187201819,24,24,0,1,1
Maharashtra,Parbhani,Urban,45.05,57.5,INC-UPA,0,12.62,1,333,309,309,642,24,24,24,0,1,1
Maharashtra,Pune,Rural,19.75,40.3,INC-UPA,1,9.92,0,395,330,330,725,23.56256878473317,24,24,0,1,1
Maharashtra,Pune,Urban,41.68,67.3,INC-UPA,0,7.149999999999999,0,1202,940,940,2142,22.18862726006899,24,24,0,1,1
Maharashtra,Raigarh,Rural,89.92999999999999,43.5,INC-UPA,0,8.15,0,139,192,139,331,23.69082328131346,21,24,3,0,1
Maharashtra,Raigarh,Urban,50.18,104,INC-UPA,1,10.86,0,544,292,292,836,21.57429973435851,24,24,0,1,1
Maharashtra,Ratnagiri,Rural,70.8,34,INC-UPA,0,14.75,0,137,138,137,275,23.98778085846707,24,24,0,1,1
Maharashtra,Ratnagiri,Urban,22,76,INC-UPA,1,5.19,0,300,234,234,534,24,24,24,0,1,1
Maharashtra,Sangli,Rural,42.86,29.2,INC-UPA,1,13.34,0,14,164,14,178,23.65615739315477,24,24,0,1,1
Maharashtra,Satara,Rural,11.63,28,INC-UPA,1,19.61,0,86,199,86,285,23.93115325028593,24,24,0,1,1
Maharashtra,Satara,Urban,34.62,50,INC-UPA,1,8.880000000000001,0,234,248,234,482,23.82263117541645,24,24,0,1,1
Maharashtra,Sindhudurg,Rural,55.97,37.4,INC-UPA,0,9.76,0,134,159,134,293,23.71390451821569,24,24,0,1,1
Maharashtra,Solapur,Rural,88.89,25.3,INC-UPA,1,12.89,1,18,186,18,204,22.67693803809657,17,24,7,0,1
Maharashtra,Solapur,Urban,44.75,46.8,INC-UPA,0,15.88,1,552,584,552,1136,18.71315822392184,24,24,0,1,1
Maharashtra,Thane,Rural,91.75,52,INC-UPA,0,3.66,0,412,253,253,665,23.86875369528444,24,24,0,1,1
Maharashtra,Thane,Urban,42.78,104,INC-UPA,0,7.69,0,2609,1920,1920,4529,23.32822339323081,24,24,0,1,1
Maharashtra,Wardha,Rural,98.04000000000001,64,INC-UPA,0,2.01,1,102,118,102,220,22.59907845549578,24,24,0,1,1
Maharashtra,Wardha,Urban,81.82000000000001,68,INC-UPA,0,7.93,1,286,276,276,562,23.7721700760198,24,24,0,1,1
Maharashtra,Yavatmal,Rural,96.78999999999999,52.8,INC-UPA,1,21.38,1,156,145,145,301,24,24,24,0,1,1
Odisha,Anugul,Rural,68.08999999999999,13.3,Third Front,1,10.09,1,94,92,92,186,23.89503257392011,24,20,-4,1,1
Odisha,Anugul,Urban,48.16,48,Third Front,0,8.450000000000001,1,326,242,242,568,23.80385708697262,24,20,-4,1,1
Odisha,Balangir,Rural,78.42,14.5,Third Front,0,3.47,1,190,111,111,301,21.55908584905796,24,24,0,1,1
Odisha,Balangir,Urban,71.76000000000001,34,Third Front,1,12.97,1,255,218,218,473,22.97199509937236,24,24,0,1,1
Odisha,Baleshwar,Rural,51.78,20.1,Third Front,1,6.49,1,197,194,194,391,23.91831029721473,24,24,0,1,1
Odisha,Cuttack,Rural,48.67,23,Third Front,1,20.26,1,226,206,206,432,23.46685343601266,24,24,0,1,1
Odisha,Cuttack,Urban,41.4,57,Third Front,1,31.68,1,285,289,285,574,13.401178350843,24,24,0,1,1
Odisha,Ganjam,Rural,50,25.9,Third Front,1,23.53,1,10,185,10,195,23.34297709601659,24,20,-4,1,1
Odisha,Ganjam,Urban,52.03,45,Third Front,1,18.59,1,271,270,270,541,22.69204538951143,24,24,0,1,1
Odisha,Jagatsinghapur,Rural,86.44,17,Third Front,1,20.35,1,59,48,48,107,24,24,24,0,1,1
Odisha,Jagatsinghapur,Urban,41.18,28.5,Third Front,1,24.15,1,289,279,279,568,23.77195712686382,24,24,0,1,1
Odisha,Kendrapara,Rural,37.5,37.2,Third Front,1,13.42,1,16,16,16,32,22.90524759883258,24,24,0,1,1
Odisha,Kendujhar,Urban,63.61,40,Third Front,0,.12,1,349,275,275,624,22.11504477673703,24,20,-4,1,1
Odisha,Khordha,Urban,42.21,59,Third Front,1,48.82,1,308,253,253,561,9.611604573048183,24,24,0,1,1
Odisha,Koraput,Rural,100,11.3,Third Front,0,4.93,1,26,16,16,42,19.94211292679501,0,24,24,0,1
Odisha,Koraput,Urban,63.89,29.9,Third Front,1,7.470000000000001,1,288,253,253,541,20.44973586370232,24,24,0,1,1
Odisha,Mayurbhanj,Rural,86.08,19.5,Third Front,1,9.800000000000001,1,194,134,134,328,19.46775916297778,24,24,0,1,1
Odisha,Mayurbhanj,Urban,37.81,60,Third Front,1,9.34,1,283,259,259,542,19.90297685463117,24,24,0,1,1
Odisha,Nayagarh,Rural,76.42999999999999,22.3,Third Front,1,22.11,1,140,91,91,231,18.53381984346933,24,20,-4,1,1
Odisha,Puri,Rural,31.3,21.2,Third Front,1,8.290000000000001,1,131,114,114,245,23.3732455562818,24,24,0,1,1
Odisha,Puri,Urban,29.93,60,Third Front,1,11.27,1,284,245,245,529,23.87327820851277,24,24,0,1,1
Odisha,Rayagada,Rural,97.87,13.4,Third Front,1,13.17,1,141,80,80,221,22.60536230817283,24,24,0,1,1
Odisha,Sambalpur,Rural,92.04000000000001,18.2,Third Front,0,9.59,1,113,80,80,193,20.045809001123,24,20,-4,1,1
Odisha,Sundargarh,Rural,99.46000000000001,14,Third Front,0,16.66,1,186,122,122,308,22.19783448555184,24,20,-4,1,1
Odisha,Sundargarh,Urban,45.57,60,Third Front,1,26.53,1,531,516,516,1047,19.47513595945772,24,24,0,1,1
Puducherry,Puducherry,Rural,92.17,45,BJP-NDA,1,8.58,1,434,415,415,849,24,24,24,0,1,1
Puducherry,Puducherry,Urban,94.28999999999999,46.5,BJP-NDA,1,20.49,1,595,538,538,1133,22.39825494344696,24,24,0,1,1
Punjab,Amritsar,Rural,56.76,70,BJP-NDA,1,2.75,1,148,152,148,300,20.89371528501768,22,22,0,0,1
Punjab,Amritsar,Urban,60.99,70,BJP-NDA,1,15.08,1,505,523,505,1028,21.13184893787923,22,22,0,0,1
Punjab,Barnala,Rural,10,135,BJP-NDA,0,6.370000000000001,1,30,62,30,92,21.4158,21,24,3,0,1
Punjab,Bathinda,Urban,51.76,65,BJP-NDA,1,4.859999999999999,1,313,318,313,631,21.4158,21,24,3,0,1
Punjab,Firozpur,Rural,45.22,67.09999999999999,BJP-NDA,1,2.56,1,230,134,134,364,21.2815726514617,21,22,1,0,1
Punjab,Firozpur,Urban,41.36,80,BJP-NDA,0,18.58,1,324,299,299,623,21.34572024576068,21,24,3,0,1
Punjab,Gurdaspur,Rural,58.65000000000001,74.5,BJP-NDA,0,8.450000000000001,1,416,373,373,789,21.17114327650304,21,22,1,0,1
Punjab,Hoshiarpur,Rural,92.86,129.5,BJP-NDA,1,5.1,1,14,55,14,69,20.68061119503928,21,22,1,0,1
Punjab,Hoshiarpur,Urban,56.48,60.5,BJP-NDA,0,7.739999999999999,1,301,265,265,566,21.28910790392161,21,22,1,0,1
Punjab,Jalandhar,Rural,59.66,21.35,BJP-NDA,1,5.16,1,119,112,112,231,21.22420152370704,21,24,3,0,1
Punjab,Jalandhar,Urban,52.01,66,BJP-NDA,1,1.46,1,423,378,378,801,21.2234108186647,21,24,3,0,1
Punjab,Kapurthala,Urban,49.2,120,BJP-NDA,0,13.85,1,313,252,252,565,21.15969817538886,22,22,0,0,1
Punjab,Ludhiana,Rural,63.19,24,BJP-NDA,1,3.59,1,144,144,144,288,21.64808996246758,22,24,2,0,1
Punjab,Ludhiana,Urban,48.51,72,BJP-NDA,0,11.62,1,841,849,841,1690,20.37487441360163,21,24,3,0,1
Punjab,Moga,Urban,61.98,46,BJP-NDA,0,3.45,1,313,262,262,575,17.96284100660637,21,22,1,0,1
Punjab,Patiala,Urban,40.38,94,BJP-NDA,0,32.94,1,312,316,312,628,21.76888834002548,21,24,3,0,1
Punjab,Rupnagar,Urban,42.77,100,BJP-NDA,1,7.739999999999999,1,311,285,285,596,20.66656121430959,21,24,3,0,1
Punjab,Sahibzada Ajit Singh Nagar,Urban,28,100,BJP-NDA,0,10.97,1,450,390,390,840,21.69930192716629,20,24,4,0,1
Punjab,Sangrur,Rural,31.35,105.3,BJP-NDA,1,3.71,1,185,127,127,312,21.46139049223957,21,24,3,0,1
Punjab,Tarn Taran,Rural,9.520000000000001,166.8,BJP-NDA,1,5.54,1,42,50,42,92,19.15479897601063,22,22,0,0,1
Rajasthan,Ajmer,Rural,3.12,34.3,BJP-NDA,1,18.29,0,32,16,16,48,19.3444,24,24,0,1,1
Rajasthan,Ajmer,Urban,53.29000000000001,56.6,BJP-NDA,1,19.18,0,289,303,289,592,20.81113165650721,24,24,0,1,1
Rajasthan,Alwar,Rural,81.82000000000001,46,BJP-NDA,1,12.42,1,121,104,104,225,22.94746254616597,20,24,4,0,1
Rajasthan,Alwar,Urban,39.15,64,BJP-NDA,1,44.81,1,751,715,715,1466,19.38046371334168,24,24,0,1,1
Rajasthan,Banswara,Rural,89.39,22,BJP-NDA,1,14.35,0,245,139,139,384,23.27981094974425,24,24,0,1,1
Rajasthan,Barmer,Rural,48.20999999999999,44,BJP-NDA,1,15.89,0,168,143,143,311,23.53699074644175,24,24,0,1,1
Rajasthan,Bharatpur,Rural,25,51.8,BJP-NDA,1,6.569999999999999,0,152,160,152,312,22.91904911760351,18.5,24,5.5,0,1
Rajasthan,Bharatpur,Urban,45.52,46.1,BJP-NDA,1,15.48,1,268,312,268,580,22.05676805623828,24,24,0,1,1
Rajasthan,Bhilwara,Urban,57.73,43.5,BJP-NDA,1,33.05,0,317,290,290,607,23.93671100623185,24,24,0,1,1
Rajasthan,Bundi,Rural,64.31999999999999,25,BJP-NDA,0,9.76,1,241,165,165,406,23.1320610573933,24,24,0,1,1
Rajasthan,Bundi,Urban,58.25,51,BJP-NDA,1,15.5,0,309,320,309,629,19.8174,24,24,0,1,1
Rajasthan,Chittaurgarh,Urban,47.24,48,BJP-NDA,1,6.99,0,326,299,299,625,23.30816975114208,24,24,0,1,1
Rajasthan,Dausa,Rural,74.7,58,BJP-NDA,0,3.4,0,83,81,81,164,23.77746073592624,22,24,2,0,1
Rajasthan,Dausa,Urban,49.5,38,BJP-NDA,1,17.92,0,303,312,303,615,23.36708996125414,24,24,0,1,1
Rajasthan,Ganganagar,Rural,75.90000000000001,47,BJP-NDA,1,9.68,1,249,218,218,467,23.28145174464158,22,24,2,0,1
Rajasthan,Ganganagar,Urban,51.41,60,BJP-NDA,0,13.89,1,319,316,316,635,21.50105564129575,21,24,3,0,1
Rajasthan,Hanumangarh,Rural,21.28,50.8,BJP-NDA,1,10.63,1,47,16,16,63,23.83030510023345,21,24,3,0,1
Rajasthan,Jaipur,Rural,55.40000000000001,50,BJP-NDA,1,12.63,0,352,254,254,606,19.96787022718811,24,24,0,1,1
Rajasthan,Jaipur,Urban,40,100,BJP-NDA,1,9.030000000000001,0,480,567,480,1047,22.2756,24,24,0,1,1
Rajasthan,Jaisalmer,Urban,77.45,44,BJP-NDA,1,13.06,0,102,317,102,419,21.68135991522889,24,24,0,1,1
Rajasthan,Jalor,Rural,96,30,BJP-NDA,1,19.56,0,25,14,14,39,23.22031587217829,24,24,0,1,1
Rajasthan,Jhalawar,Rural,75.53,23.3,BJP-NDA,1,20.59,1,94,25,25,119,22.99618319272887,24,24,0,1,1
Rajasthan,Jhalawar,Urban,70.17999999999999,36.6,BJP-NDA,1,34.32,1,342,292,292,634,21.89551287019113,24,24,0,1,1
Rajasthan,Jhunjhunun,Rural,34.86,67.7,BJP-NDA,1,9.800000000000001,1,175,188,175,363,22.13658595870151,24,24,0,1,1
Rajasthan,Jhunjhunun,Urban,70.26000000000001,51.2,BJP-NDA,0,17.03,1,269,301,269,570,22.34763435881378,24,24,0,1,1
Rajasthan,Jodhpur,Rural,60.33,42.2,BJP-NDA,1,13.01,0,121,118,118,239,19.79580630020225,20,24,4,0,1
Rajasthan,Jodhpur,Urban,44.98,60,BJP-NDA,1,14,0,418,315,315,733,20.91739849910019,24,24,0,1,1
Rajasthan,Kota,Rural,94.12,26,BJP-NDA,1,10.55,1,102,91,91,193,23.96257467502226,18,24,6,0,1
Rajasthan,Kota,Urban,53.05,57,BJP-NDA,1,18.79,1,426,382,382,808,23.19450687820934,24,24,0,1,1
Rajasthan,Nagaur,Rural,55.16999999999999,37.6,BJP-NDA,1,11.34,0,87,84,84,171,23.91258462757463,19,24,5,0,1
Rajasthan,Pali,Rural,77.27000000000001,30.8,BJP-NDA,1,13.3,0,110,89,89,199,23.9339,24,24,0,1,1
Rajasthan,Pali,Urban,49.54,44.1,BJP-NDA,1,19,0,323,259,259,582,22.72583864650152,24,24,0,1,1
Rajasthan,Pratapgarh,Rural,100,22.6,BJP-NDA,1,19.47,0,45,48,45,93,23.86792851852773,0,24,24,0,1
